회사명,거래소코드,회계년도,[제조]EPS(Earning Per Share)
(주)압타머사이언스,291650,2019/12,-764
(주)압타머사이언스,291650,2020/12,-511
(주)애니플러스,310200,2018/12,
(주)애니플러스,310200,2019/12,
(주)애니플러스,310200,2020/12,-232
(주)애드바이오텍,179530,2018/12,-2132
(주)애드바이오텍,179530,2019/12,30
(주)애드바이오텍,179530,2020/12,-4366
(주)액션스퀘어,205500,2018/12,-421
(주)액션스퀘어,205500,2019/12,-293
(주)액션스퀘어,205500,2020/12,5
(주)액토즈소프트,052790,2018/12,-2800
(주)액토즈소프트,052790,2019/12,2398
(주)액토즈소프트,052790,2020/12,933
(주)액트로,290740,2018/12,4771
(주)액트로,290740,2019/12,886
(주)액트로,290740,2020/12,-118
(주)앤디포스,238090,2018/12,-525
(주)앤디포스,238090,2019/12,43
(주)앤디포스,238090,2020/12,242
(주)앤씨앤,092600,2018/12,-852
(주)앤씨앤,092600,2019/12,230
(주)앤씨앤,092600,2020/12,-71
(주)앱코,129890,2018/12,17307
(주)앱코,129890,2019/12,575
(주)앱코,129890,2020/12,2419
(주)야스,255440,2018/12,2776
(주)야스,255440,2019/12,1256
(주)야스,255440,2020/12,899
(주)양지사,030960,2018/06,190
(주)양지사,030960,2019/06,169
(주)양지사,030960,2020/06,8787
(주)어스앤에어로스페이스,263540,2018/12,-260
(주)어스앤에어로스페이스,263540,2019/12,-4143
(주)어스앤에어로스페이스,263540,2020/12,-700
(주)얼라인드제네틱스,238120,2018/12,-644
(주)얼라인드제네틱스,238120,2019/12,-38
(주)얼라인드제네틱스,238120,2020/12,199
(주)에너토크,019990,2018/12,190
(주)에너토크,019990,2019/12,122
(주)에너토크,019990,2020/12,-70
(주)에넥스,011090,2018/12,15
(주)에넥스,011090,2019/12,-73
(주)에넥스,011090,2020/12,-161
(주)에스디생명공학,217480,2018/12,9
(주)에스디생명공학,217480,2019/12,-660
(주)에스디생명공학,217480,2020/12,-370
(주)에스디시스템,121890,2018/12,-719
(주)에스디시스템,121890,2019/12,-1558
(주)에스디시스템,121890,2020/12,-311
(주)에스비비테크,389500,2018/12,731
(주)에스비비테크,389500,2019/12,-21080
(주)에스비비테크,389500,2020/12,-10740
(주)에스비에스,034120,2018/12,85
(주)에스비에스,034120,2019/12,185
(주)에스비에스,034120,2020/12,-4423
(주)에스비에스콘텐츠허브,046140,2018/12,241
(주)에스비에스콘텐츠허브,046140,2019/12,78
(주)에스비에스콘텐츠허브,046140,2020/12,369
(주)에스씨디,042110,2018/12,120
(주)에스씨디,042110,2019/12,-57
(주)에스씨디,042110,2020/12,67
(주)에스아이리소스,065420,2018/12,-34
(주)에스아이리소스,065420,2019/12,-177
(주)에스아이리소스,065420,2020/12,18
(주)에스앤더블류,103230,2018/12,-1419
(주)에스앤더블류,103230,2019/12,-383
(주)에스앤더블류,103230,2020/12,87
(주)에스앤디,260970,2018/12,10925
(주)에스앤디,260970,2019/12,16017
(주)에스앤디,260970,2020/12,24236
(주)에스앤에스텍,101490,2018/12,236
(주)에스앤에스텍,101490,2019/12,528
(주)에스앤에스텍,101490,2020/12,562
(주)에스에너지,095910,2018/12,70
(주)에스에너지,095910,2019/12,-46
(주)에스에너지,095910,2020/12,-1775
(주)에스에스알,275630,2018/12,193
(주)에스에스알,275630,2019/12,184
(주)에스에스알,275630,2020/12,10
(주)에스에이엠티,031330,2018/12,249
(주)에스에이엠티,031330,2019/12,279
(주)에스에이엠티,031330,2020/12,267
(주)에스에이티,060540,2018/12,155
(주)에스에이티,060540,2019/12,203
(주)에스에이티,060540,2020/12,81
(주)에스에이티이엔지,351320,2020/12,
(주)에스에프에이,056190,2018/12,4113
(주)에스에프에이,056190,2019/12,4847
(주)에스에프에이,056190,2020/12,3331
(주)에스에프에이반도체,036540,2018/12,48
(주)에스에프에이반도체,036540,2019/12,84
(주)에스에프에이반도체,036540,2020/12,54
(주)에스엘바이오닉스,214310,2018/12,-286
(주)에스엘바이오닉스,214310,2019/12,-1617
(주)에스엘바이오닉스,214310,2020/12,-106
(주)에스엠라이프디자인그룹,063440,2018/12,-47
(주)에스엠라이프디자인그룹,063440,2019/12,-66
(주)에스엠라이프디자인그룹,063440,2020/12,-41
(주)에스엠벡셀,010580,2018/12,55
(주)에스엠벡셀,010580,2019/12,-203
(주)에스엠벡셀,010580,2020/12,-171
(주)에스엠엔터테인먼트,041510,2018/12,552
(주)에스엠엔터테인먼트,041510,2019/12,529
(주)에스엠엔터테인먼트,041510,2020/12,-1286
(주)에스엠컬처앤콘텐츠,048550,2018/12,-20
(주)에스엠컬처앤콘텐츠,048550,2019/12,33
(주)에스엠컬처앤콘텐츠,048550,2020/12,-150
(주)에스엠코어,007820,2018/12,122
(주)에스엠코어,007820,2019/12,223
(주)에스엠코어,007820,2020/12,-24
(주)에스원,012750,2018/12,2989
(주)에스원,012750,2019/12,4171
(주)에스원,012750,2020/12,3932
(주)에스제이그룹,306040,2018/12,2510
(주)에스제이그룹,306040,2019/12,5125
(주)에스제이그룹,306040,2020/12,1389
(주)에스제이엠,123700,2018/12,153
(주)에스제이엠,123700,2019/12,121
(주)에스제이엠,123700,2020/12,-72
(주)에스제이엠홀딩스,025530,2018/12,256
(주)에스제이엠홀딩스,025530,2019/12,367
(주)에스제이엠홀딩스,025530,2020/12,182
(주)에스지글로벌,001380,2018/12,54
(주)에스지글로벌,001380,2019/12,134
(주)에스지글로벌,001380,2020/12,12
(주)에스지세계물산,004060,2018/12,28
(주)에스지세계물산,004060,2019/12,78
(주)에스지세계물산,004060,2020/12,0
(주)에스지엔지,040610,2018/12,0
(주)에스지엔지,040610,2019/12,0
(주)에스지엔지,040610,2020/12,0
(주)에스코넥,096630,2018/12,45
(주)에스코넥,096630,2019/12,-121
(주)에스코넥,096630,2020/12,-117
(주)에스텍파마,041910,2018/12,564
(주)에스텍파마,041910,2019/12,1292
(주)에스텍파마,041910,2020/12,937
(주)에스티아이,039440,2018/12,1401
(주)에스티아이,039440,2019/12,1408
(주)에스티아이,039440,2020/12,1055
(주)에스티오,098660,2018/12,-36
(주)에스티오,098660,2019/12,270
(주)에스티오,098660,2020/12,-220
(주)에스티큐브,052020,2018/12,-319
(주)에스티큐브,052020,2019/12,-612
(주)에스티큐브,052020,2020/12,-356
(주)에스폴리텍,050760,2018/12,129
(주)에스폴리텍,050760,2019/12,837
(주)에스폴리텍,050760,2020/12,482
(주)에스피시스템스,317830,2018/12,756
(주)에스피시스템스,317830,2019/12,294
(주)에스피시스템스,317830,2020/12,57
(주)에스피씨삼립,005610,2018/12,3502
(주)에스피씨삼립,005610,2019/12,4018
(주)에스피씨삼립,005610,2020/12,-1283
(주)에스피지,058610,2018/12,45
(주)에스피지,058610,2019/12,-37
(주)에스피지,058610,2020/12,60
(주)에쎈테크,043340,2018/12,28
(주)에쎈테크,043340,2019/12,-7
(주)에쎈테크,043340,2020/12,-5
(주)에이디칩스,054630,2018/12,-288
(주)에이디칩스,054630,2019/12,-443
(주)에이디칩스,054630,2020/12,-161
(주)에이디테크놀로지,200710,2018/12,929
(주)에이디테크놀로지,200710,2019/12,959
(주)에이디테크놀로지,200710,2020/12,157
(주)에이루트,096690,2018/12,-58
(주)에이루트,096690,2019/12,3
(주)에이루트,096690,2020/12,-2104
(주)에이블씨엔씨,078520,2018/12,-423
(주)에이블씨엔씨,078520,2019/12,-1075
(주)에이블씨엔씨,078520,2020/12,-3658
(주)에이비프로바이오,195990,2018/12,-145
(주)에이비프로바이오,195990,2019/12,-242.39
(주)에이비프로바이오,195990,2020/12,-247.33
(주)에이스침대,003800,2018/12,3095
(주)에이스침대,003800,2019/12,4313
(주)에이스침대,003800,2020/12,4930
(주)에이스테크놀로지,088800,2018/12,77
(주)에이스테크놀로지,088800,2019/12,-140
(주)에이스테크놀로지,088800,2020/12,-2273
(주)에이스토리,241840,2018/12,314
(주)에이스토리,241840,2019/12,-143
(주)에이스토리,241840,2020/12,-797
(주)에이엔피,015260,2018/12,-116
(주)에이엔피,015260,2019/12,-81
(주)에이엔피,015260,2020/12,-1991
(주)에이치비테크놀러지,078150,2018/12,79
(주)에이치비테크놀러지,078150,2019/12,24
(주)에이치비테크놀러지,078150,2020/12,67
(주)에이치시티,072990,2018/12,1007
(주)에이치시티,072990,2019/12,1060
(주)에이치시티,072990,2020/12,1652
(주)에이치알에스,036640,2018/12,-460
(주)에이치알에스,036640,2019/12,52
(주)에이치알에스,036640,2020/12,602
(주)에이치앤비디자인,227100,2018/12,161
(주)에이치앤비디자인,227100,2019/12,-1243
(주)에이치앤비디자인,227100,2020/12,-5105
(주)에이치엘사이언스,239610,2018/12,2147
(주)에이치엘사이언스,239610,2019/12,3902
(주)에이치엘사이언스,239610,2020/12,3916
(주)에이치와이티씨,148930,2018/12,373
(주)에이치와이티씨,148930,2019/12,313
(주)에이치와이티씨,148930,2020/12,433
(주)에이치케이,044780,2018/12,91
(주)에이치케이,044780,2019/12,41
(주)에이치케이,044780,2020/12,64
(주)에이치피에스피,403870,2018/12,-12830
(주)에이치피에스피,403870,2019/12,41321
(주)에이치피에스피,403870,2020/12,55806
(주)에이치피오,357230,2018/12,277752
(주)에이치피오,357230,2019/12,361941
(주)에이치피오,357230,2020/12,1049
(주)에이텍,045660,2018/12,745
(주)에이텍,045660,2019/12,789
(주)에이텍,045660,2020/12,1075
(주)에이텍티앤,224110,2018/12,181
(주)에이텍티앤,224110,2019/12,94
(주)에이텍티앤,224110,2020/12,385
(주)에이트원,230980,2018/12,-135
(주)에이트원,230980,2019/12,-719
(주)에이트원,230980,2020/12,-114
(주)에이티넘인베스트먼트,021080,2018/12,
(주)에이티넘인베스트먼트,021080,2019/12,
(주)에이티넘인베스트먼트,021080,2020/12,
(주)에이티세미콘,089530,2018/12,60
(주)에이티세미콘,089530,2019/12,-136
(주)에이티세미콘,089530,2020/12,-319
(주)에이팩트,200470,2018/12,844
(주)에이팩트,200470,2019/12,239
(주)에이팩트,200470,2020/12,379
(주)에이프로,262260,2018/12,2947
(주)에이프로,262260,2019/12,1543
(주)에이프로,262260,2020/12,235
(주)에이프로젠,007460,2018/12,-518
(주)에이프로젠,007460,2019/12,-52
(주)에이프로젠,007460,2020/12,-276
(주)에이프로젠헬스케어앤게임즈,109960,2018/12,76
(주)에이프로젠헬스케어앤게임즈,109960,2019/12,-35
(주)에이프로젠헬스케어앤게임즈,109960,2020/12,57
(주)에이프릴바이오,397030,2019/12,
(주)에이프릴바이오,397030,2020/12,-14652
(주)에이플러스에셋어드바이저,244920,2018/12,772
(주)에이플러스에셋어드바이저,244920,2019/12,609
(주)에이플러스에셋어드바이저,244920,2020/12,1048
(주)에치에프알,230240,2018/12,-15
(주)에치에프알,230240,2019/12,367
(주)에치에프알,230240,2020/12,-1605
(주)에코마케팅,230360,2018/12,889
(주)에코마케팅,230360,2019/12,1338
(주)에코마케팅,230360,2020/12,1179.3
(주)에코프로,086520,2018/12,2791
(주)에코프로,086520,2019/12,3959
(주)에코프로,086520,2020/12,8245
(주)에코프로비엠,247540,2018/12,
(주)에코프로비엠,247540,2019/12,1750
(주)에코프로비엠,247540,2020/12,2261
(주)에프알텍,073540,2018/12,-92
(주)에프알텍,073540,2019/12,-318
(주)에프알텍,073540,2020/12,-515
(주)에프앤가이드,064850,2018/12,217
(주)에프앤가이드,064850,2019/12,345
(주)에프앤가이드,064850,2020/12,461
(주)에프앤리퍼블릭,064090,2018/12,116
(주)에프앤리퍼블릭,064090,2019/12,-708
(주)에프앤리퍼블릭,064090,2020/12,-542
(주)에프앤에프홀딩스,007700,2018/12,6923
(주)에프앤에프홀딩스,007700,2019/12,7692
(주)에프앤에프홀딩스,007700,2020/12,7951
(주)에프에스엔,214270,2018/12,-37
(주)에프에스엔,214270,2019/12,11
(주)에프에스엔,214270,2020/12,-173
(주)에프에스티,036810,2018/12,830
(주)에프에스티,036810,2019/12,863
(주)에프에스티,036810,2020/12,957
(주)에프엔씨엔터테인먼트,173940,2018/12,-133
(주)에프엔씨엔터테인먼트,173940,2019/12,-557
(주)에프엔씨엔터테인먼트,173940,2020/12,-675
(주)엑사이엔씨,054940,2018/12,6
(주)엑사이엔씨,054940,2019/12,-108
(주)엑사이엔씨,054940,2020/12,-73
(주)엑서지21,043090,2018/12,-206
(주)엑서지21,043090,2019/12,-287
(주)엑서지21,043090,2020/12,-210
(주)엑세스바이오인코퍼레이션,950130,2018/12,33
(주)엑세스바이오인코퍼레이션,950130,2019/12,-256
(주)엑세스바이오인코퍼레이션,950130,2020/12,1522
(주)엑셈,205100,2018/12,179
(주)엑셈,205100,2019/12,125
(주)엑셈,205100,2020/12,231
(주)엑시콘,092870,2018/12,469
(주)엑시콘,092870,2019/12,-622
(주)엑시콘,092870,2020/12,1094
(주)엔바이오니아,317870,2018/12,125
(주)엔바이오니아,317870,2019/12,159
(주)엔바이오니아,317870,2020/12,-260
(주)엔비티,236810,2018/12,-4008
(주)엔비티,236810,2019/12,3187
(주)엔비티,236810,2020/12,345
(주)엔시스,333620,2018/12,392828
(주)엔시스,333620,2019/12,3824
(주)엔시스,333620,2020/12,446
(주)엔씨소프트,036570,2018/12,20791
(주)엔씨소프트,036570,2019/12,14927
(주)엔씨소프트,036570,2020/12,30451
(주)엔아이스틸,008260,2018/12,358
(주)엔아이스틸,008260,2019/12,224
(주)엔아이스틸,008260,2020/12,424
(주)엔에스,217820,2018/12,529
(주)엔에스,217820,2019/12,633
(주)엔에스,217820,2020/12,416
(주)엔에스엔,031860,2018/12,-89
(주)엔에스엔,031860,2019/12,-221
(주)엔에스엔,031860,2020/12,-224
(주)엔에이치엔벅스,104200,2018/12,398
(주)엔에이치엔벅스,104200,2019/12,354
(주)엔에이치엔벅스,104200,2020/12,-377
(주)엔에프씨,265740,2018/12,5473
(주)엔에프씨,265740,2019/12,985
(주)엔에프씨,265740,2020/12,132
(주)엔이능률,053290,2018/12,-361
(주)엔이능률,053290,2019/12,59
(주)엔이능률,053290,2020/12,68
(주)엔젠바이오,354200,2019/12,
(주)엔젠바이오,354200,2020/12,-915
(주)엔지스테크널러지,208860,2018/12,-103
(주)엔지스테크널러지,208860,2019/12,-900
(주)엔지스테크널러지,208860,2020/12,-861
(주)엔지켐생명과학,183490,2018/12,-1938
(주)엔지켐생명과학,183490,2019/12,-2175
(주)엔지켐생명과학,183490,2020/12,-2053
(주)엔케이,085310,2018/12,-339
(주)엔케이,085310,2019/12,-402
(주)엔케이,085310,2020/12,-12
(주)엔케이맥스,182400,2018/12,-712
(주)엔케이맥스,182400,2019/12,-250
(주)엔케이맥스,182400,2020/12,-938
(주)엔켐,348370,2018/12,8744
(주)엔켐,348370,2019/12,-2218
(주)엔켐,348370,2020/12,-274
(주)엔텔스,069410,2018/12,158
(주)엔텔스,069410,2019/12,307
(주)엔텔스,069410,2020/12,1118
(주)엔투텍,227950,2018/12,-387
(주)엔투텍,227950,2020/06,-686
(주)엔피,291230,2018/12,
(주)엔피,291230,2019/12,
(주)엔피,291230,2020/12,
(주)엔피디,198080,2018/12,691
(주)엔피디,198080,2019/12,1141
(주)엔피디,198080,2020/12,-258
(주)엔피케이,048830,2018/12,105
(주)엔피케이,048830,2019/12,3
(주)엔피케이,048830,2020/12,99
(주)엘디티,096870,2018/12,64
(주)엘디티,096870,2019/12,-209
(주)엘디티,096870,2020/12,202
(주)엘비루셈,376190,2018/12,6593
(주)엘비루셈,376190,2019/12,7526
(주)엘비루셈,376190,2020/12,830
(주)엘아이에스,138690,2018/12,507
(주)엘아이에스,138690,2019/12,-180
(주)엘아이에스,138690,2020/12,269
(주)엘앤씨바이오,290650,2018/12,851
(주)엘앤씨바이오,290650,2019/12,863
(주)엘앤씨바이오,290650,2020/12,257
(주)엘앤에프,066970,2018/12,882
(주)엘앤에프,066970,2019/12,-514
(주)엘앤에프,066970,2020/12,-682
(주)엘앤케이바이오메드,156100,2018/12,-179
(주)엘앤케이바이오메드,156100,2019/12,-879
(주)엘앤케이바이오메드,156100,2020/12,246
(주)엘에스,006260,2018/12,6516
(주)엘에스,006260,2019/12,1860
(주)엘에스,006260,2020/12,4412
(주)엘에스네트웍스,000680,2018/12,-195
(주)엘에스네트웍스,000680,2019/12,-566
(주)엘에스네트웍스,000680,2020/12,-635
(주)엘에프,093050,2018/12,2924
(주)엘에프,093050,2019/12,2528
(주)엘에프,093050,2020/12,1386
(주)엘엑스세미콘,108320,2018/12,3009
(주)엘엑스세미콘,108320,2018/12,3009
(주)엘엑스세미콘,108320,2019/12,2351
(주)엘엑스세미콘,108320,2019/12,2351
(주)엘엑스세미콘,108320,2020/12,4445
(주)엘엑스세미콘,108320,2020/12,4445
(주)엘엑스인터내셔널,001120,2018/12,-1809
(주)엘엑스인터내셔널,001120,2019/12,1523
(주)엘엑스인터내셔널,001120,2020/12,7870
(주)엘엑스하우시스,108670,2018/12,-4281
(주)엘엑스하우시스,108670,2019/12,-1542
(주)엘엑스하우시스,108670,2020/12,-10591
(주)엘엠에스,073110,2018/12,716
(주)엘엠에스,073110,2019/12,1217
(주)엘엠에스,073110,2020/12,-2806
(주)엘오티베큠,083310,2018/12,1299
(주)엘오티베큠,083310,2019/12,127
(주)엘오티베큠,083310,2020/12,242
(주)엘지,003550,2018/12,3143
(주)엘지,003550,2019/12,3305
(주)엘지,003550,2020/12,7573
(주)엘지생활건강,051900,2018/12,36151
(주)엘지생활건강,051900,2019/12,37167
(주)엘지생활건강,051900,2020/12,36902
(주)엘지에너지솔루션,373220,2020/12,
(주)엘지유플러스,032640,2018/12,1092
(주)엘지유플러스,032640,2019/12,1020
(주)엘지유플러스,032640,2020/12,1036
(주)엘지헬로비전,037560,2018/12,514
(주)엘지헬로비전,037560,2019/12,-1229
(주)엘지헬로비전,037560,2020/12,-4027
(주)엘지화학,051910,2018/12,20632
(주)엘지화학,051910,2019/12,4771
(주)엘지화학,051910,2020/12,-1283
(주)엠게임,058630,2018/12,167
(주)엠게임,058630,2019/12,405
(주)엠게임,058630,2020/12,337
(주)엠디에스테크,086960,2018/12,744
(주)엠디에스테크,086960,2019/12,1748
(주)엠디에스테크,086960,2020/12,483
(주)엠로,058970,2018/12,-97
(주)엠로,058970,2019/12,179
(주)엠로,058970,2020/12,878
(주)엠씨넥스,097520,2018/12,2972
(주)엠씨넥스,097520,2019/12,6067
(주)엠씨넥스,097520,2020/12,2091
(주)엠아이텍,179290,2018/12,16
(주)엠아이텍,179290,2019/12,124
(주)엠아이텍,179290,2020/12,213
(주)엠에스씨,009780,2018/12,493
(주)엠에스씨,009780,2019/12,645
(주)엠에스씨,009780,2020/12,546
(주)엠에스오토텍,123040,2018/12,125
(주)엠에스오토텍,123040,2019/12,213
(주)엠에스오토텍,123040,2020/12,-1891
(주)엠투아이코퍼레이션,347890,2018/12,40324
(주)엠투아이코퍼레이션,347890,2019/12,800
(주)엠투아이코퍼레이션,347890,2020/12,1260
(주)엠투엔,033310,2018/12,195
(주)엠투엔,033310,2019/12,200
(주)엠투엔,033310,2020/12,-288
(주)엠플러스,259630,2018/12,309
(주)엠플러스,259630,2019/12,390
(주)엠플러스,259630,2020/12,553
(주)엠피대산,065150,2018/12,115
(주)엠피대산,065150,2019/12,-28
(주)엠피대산,065150,2020/12,-140
(주)엠피씨플러스,050540,2018/12,-738
(주)엠피씨플러스,050540,2019/12,-234
(주)엠피씨플러스,050540,2020/12,-153
(주)연우,115960,2018/12,606
(주)연우,115960,2019/12,1556
(주)연우,115960,2020/12,905
(주)연이비앤티,090740,2018/12,197
(주)연이비앤티,090740,2019/12,-24
(주)연이비앤티,090740,2020/12,-3975
(주)영림원소프트랩,060850,2018/12,-2016
(주)영림원소프트랩,060850,2019/12,681
(주)영림원소프트랩,060850,2020/12,640
(주)영우디에스피,143540,2018/12,-1456
(주)영우디에스피,143540,2019/12,-65
(주)영우디에스피,143540,2020/12,185
(주)영원무역,111770,2018/12,953
(주)영원무역,111770,2019/12,1523
(주)영원무역,111770,2020/12,1357
(주)영원무역홀딩스,009970,2018/12,1146
(주)영원무역홀딩스,009970,2019/12,1286
(주)영원무역홀딩스,009970,2020/12,1306
(주)영풍,000670,2018/12,21250
(주)영풍,000670,2019/12,44240
(주)영풍,000670,2020/12,26975
(주)영흥,012160,2018/12,-227
(주)영흥,012160,2019/12,51
(주)영흥,012160,2020/12,-252
(주)예림당,036000,2018/12,1528
(주)예림당,036000,2019/12,-56
(주)예림당,036000,2020/12,118
(주)예선테크,250930,2018/12,
(주)예선테크,250930,2019/12,-257
(주)예선테크,250930,2020/12,-3
(주)예스코홀딩스,015360,2018/12,-4104
(주)예스코홀딩스,015360,2019/12,1873
(주)예스코홀딩스,015360,2020/12,-16880
(주)예스티,122640,2018/12,-431
(주)예스티,122640,2019/12,-2465
(주)예스티,122640,2020/12,116
(주)오공,045060,2018/12,229
(주)오공,045060,2019/12,199
(주)오공,045060,2020/12,233
(주)오디텍,080520,2018/12,190
(주)오디텍,080520,2019/12,80
(주)오디텍,080520,2020/12,599
(주)오뚜기,007310,2018/12,41325
(주)오뚜기,007310,2019/12,28295
(주)오뚜기,007310,2020/12,40576
(주)오로스테크놀로지,322310,2018/12,1416
(주)오로스테크놀로지,322310,2019/12,1028
(주)오로스테크놀로지,322310,2020/12,154
(주)오르비텍,046120,2018/12,149
(주)오르비텍,046120,2019/12,43
(주)오르비텍,046120,2020/12,-899
(주)오리엔탈정공,014940,2018/12,-45
(주)오리엔탈정공,014940,2019/12,55
(주)오리엔탈정공,014940,2020/12,707
(주)오리엔트바이오,002630,2018/03,-63
(주)오리엔트바이오,002630,2019/03,-122
(주)오리엔트바이오,002630,2020/03,-187
(주)오리엔트정공,065500,2018/12,-134
(주)오리엔트정공,065500,2019/12,-46
(주)오리엔트정공,065500,2020/12,-212
(주)오리온,271560,2018/12,1790
(주)오리온,271560,2019/12,1935
(주)오리온,271560,2020/12,1914
(주)오리온홀딩스,001800,2018/12,381
(주)오리온홀딩스,001800,2019/12,132
(주)오리온홀딩스,001800,2020/12,224
(주)오리콤,010470,2018/12,542
(주)오리콤,010470,2019/12,295
(주)오리콤,010470,2020/12,-74
(주)오비고,352910,2018/12,179
(주)오비고,352910,2019/12,-1093
(주)오비고,352910,2020/12,-443
(주)오스코텍,039200,2018/12,37
(주)오스코텍,039200,2019/12,-538
(주)오스코텍,039200,2020/12,-365
(주)오스테오닉,226400,2018/12,-842
(주)오스테오닉,226400,2019/12,59
(주)오스테오닉,226400,2020/12,-425
(주)오스템,031510,2018/12,-286
(주)오스템,031510,2019/12,-561
(주)오스템,031510,2020/12,102
(주)오에스피,368970,2020/12,
(주)오이솔루션,138080,2018/12,341
(주)오이솔루션,138080,2019/12,4855
(주)오이솔루션,138080,2020/12,1152
(주)오킨스전자,080580,2018/12,34
(주)오킨스전자,080580,2019/12,106
(주)오킨스전자,080580,2020/12,127
(주)오텍,067170,2018/12,1035
(주)오텍,067170,2019/12,744
(주)오텍,067170,2020/12,346
(주)오파스넷,173130,2018/12,680
(주)오파스넷,173130,2019/12,-2950
(주)오파스넷,173130,2020/12,1511
(주)오픈베이스,049480,2018/12,48
(주)오픈베이스,049480,2019/12,52
(주)오픈베이스,049480,2020/12,73
(주)오하임아이엔티,309930,2018/12,
(주)오하임아이엔티,309930,2019/12,
(주)오하임아이엔티,309930,2020/12,11
(주)옵투스제약,131030,2018/12,613
(주)옵투스제약,131030,2019/12,894
(주)옵투스제약,131030,2020/12,893
(주)옵트론텍,082210,2018/12,442
(주)옵트론텍,082210,2019/12,317
(주)옵트론텍,082210,2020/12,-792
(주)옵티팜,153710,2018/12,-49
(주)옵티팜,153710,2019/12,-46
(주)옵티팜,153710,2020/12,-163
(주)와이더플래닛,321820,2018/12,-1518
(주)와이더플래닛,321820,2019/12,-494
(주)와이더플래닛,321820,2020/12,-566
(주)와이비엠넷,057030,2018/12,25
(주)와이비엠넷,057030,2019/12,110
(주)와이비엠넷,057030,2020/12,0
(주)와이솔,122990,2018/12,1379
(주)와이솔,122990,2019/12,292
(주)와이솔,122990,2020/12,163
(주)와이어블,065530,2018/12,22
(주)와이어블,065530,2019/12,45
(주)와이어블,065530,2020/12,65
(주)와이엔텍,067900,2018/12,516
(주)와이엔텍,067900,2019/12,922
(주)와이엔텍,067900,2020/12,1119
(주)와이엠텍,273640,2018/12,950
(주)와이엠텍,273640,2019/12,287
(주)와이엠텍,273640,2020/12,814
(주)와이오엠,066430,2018/12,-265
(주)와이오엠,066430,2019/12,-2039
(주)와이오엠,066430,2020/12,155
(주)와이제이엠게임즈,193250,2018/12,-355
(주)와이제이엠게임즈,193250,2019/12,-168
(주)와이제이엠게임즈,193250,2020/12,-103
(주)와이즈버즈,273060,2018/12,
(주)와이즈버즈,273060,2019/12,
(주)와이즈버즈,273060,2020/12,-50
(주)와이지-원,019210,2018/12,772
(주)와이지-원,019210,2019/12,97
(주)와이지-원,019210,2020/12,-1269
(주)와이지엔터테인먼트,122870,2018/12,833
(주)와이지엔터테인먼트,122870,2019/12,-742
(주)와이지엔터테인먼트,122870,2020/12,862
(주)와이지플러스,037270,2018/12,6
(주)와이지플러스,037270,2019/12,-331
(주)와이지플러스,037270,2020/12,-48
(주)와이투솔루션,011690,2018/12,-538
(주)와이투솔루션,011690,2019/12,-164
(주)와이투솔루션,011690,2020/12,-1472
(주)와이티엔,040300,2018/12,20
(주)와이티엔,040300,2019/12,-72
(주)와이티엔,040300,2020/12,186
(주)와이팜,332570,2018/12,985
(주)와이팜,332570,2019/12,1695
(주)와이팜,332570,2020/12,199
(주)용평리조트,070960,2018/12,211
(주)용평리조트,070960,2019/12,-288
(주)용평리조트,070960,2020/12,-364
(주)우리금융지주,316140,2019/12,
(주)우리금융지주,316140,2020/12,
(주)우리기술,032820,2018/12,-96
(주)우리기술,032820,2019/12,-126.28
(주)우리기술,032820,2020/12,-15.14
(주)우리넷,115440,2018/12,293
(주)우리넷,115440,2019/12,332
(주)우리넷,115440,2020/12,-1313
(주)우리로,046970,2018/12,-14
(주)우리로,046970,2019/12,-350
(주)우리로,046970,2020/12,-431
(주)우성,006980,2018/12,-188
(주)우성,006980,2019/12,437
(주)우성,006980,2020/12,130
(주)우신시스템,017370,2018/12,145
(주)우신시스템,017370,2019/12,-506
(주)우신시스템,017370,2020/12,13
(주)우양,103840,2018/12,19667
(주)우양,103840,2019/12,326
(주)우양,103840,2020/12,316
(주)우정바이오,215380,2018/12,-187
(주)우정바이오,215380,2019/12,28
(주)우정바이오,215380,2020/12,-940
(주)우주일렉트로닉스,065680,2018/12,252
(주)우주일렉트로닉스,065680,2019/12,1100
(주)우주일렉트로닉스,065680,2020/12,2027
(주)우진,105840,2018/12,-253
(주)우진,105840,2019/12,-640
(주)우진,105840,2020/12,1557
(주)우진아이엔에스,010400,2018/12,2172
(주)우진아이엔에스,010400,2019/12,279
(주)우진아이엔에스,010400,2020/12,247
(주)우진플라임,049800,2018/12,-1402
(주)우진플라임,049800,2019/12,-1526
(주)우진플라임,049800,2020/12,770
(주)웅진,016880,2018/12,-1570
(주)웅진,016880,2019/12,-1406
(주)웅진,016880,2020/12,484
(주)웅진씽크빅,095720,2018/12,662
(주)웅진씽크빅,095720,2019/12,-1220
(주)웅진씽크빅,095720,2020/12,64
(주)원림,005820,2018/12,-445
(주)원림,005820,2019/12,0
(주)원림,005820,2020/12,9227
(주)원바이오젠,307280,2018/12,
(주)원바이오젠,307280,2019/12,
(주)원바이오젠,307280,2020/12,-28
(주)원방테크,053080,2018/12,2934
(주)원방테크,053080,2019/12,2016
(주)원방테크,053080,2020/12,1872
(주)원익,032940,2018/12,-2526
(주)원익,032940,2019/12,1743
(주)원익,032940,2020/12,598
(주)원익머트리얼즈,104830,2018/12,3724
(주)원익머트리얼즈,104830,2019/12,2056
(주)원익머트리얼즈,104830,2020/12,2671
