회사명,거래소코드,회계년도,유동자산(요약)(백만원),부채총계(요약)(백만원)
(주)크래프톤,259960,2020/12,1241945,447908
(주)크레버스,096240,2020/12,53507,42202
(주)크리스에프앤씨,110790,2020/12,212913,73008
(주)크린앤사이언스,045520,2020/12,72557,87714
(주)클라우드에어,036170,2020/12,64106,20769
(주)클래시스,214150,2020/12,82358,13712
(주)클리노믹스,352770,2020/12,30923,3629
(주)클리오,237880,2020/12,110089,61197
(주)키다리스튜디오,020120,2020/12,24884,17034
(주)키이스트,054780,2020/12,37432,28608
(주)타이거일렉,219130,2020/12,23399,19890
(주)탑엔지니어링,065130,2020/12,118317,94461
(주)탑코미디어,134580,2020/12,24084,4250
(주)태경비케이,014580,2020/12,50630,69125
(주)태광,023160,2020/12,260212,37020
(주)태성,323280,2020/12,,
(주)태양,053620,2020/12,81152,36226
(주)태영건설,009410,2020/12,1710094,1974850
(주)태웅,044490,2020/12,346365,333751
(주)태웅로직스,124560,2020/12,76329,52367
(주)테라젠이텍스,066700,2020/12,45699,113369
(주)테스,095610,2020/12,179522,38308
(주)테이팩스,055490,2020/12,64996,41882
(주)테크윙,089030,2020/12,175574,181150
(주)텔레칩스,054450,2020/12,85225,73437
(주)텔레필드,091440,2020/12,45263,34675
(주)텔콘알에프제약,200230,2020/12,36629,92793
(주)토니모리,214420,2020/12,53698,93852
(주)토박스코리아,215480,2020/12,24941,5309
(주)토비스,051360,2020/12,167504,73769
(주)토탈소프트뱅크,045340,2020/12,13439,10690
(주)톱텍,108230,2020/12,224985,29275
(주)투비소프트,079970,2020/12,24230,17839
(주)툴젠,199800,2020/12,20424,3079
(주)트루윈,105550,2020/12,47771,59229
(주)트윔,290090,2020/12,40542,6986
(주)특수건설,026150,2020/12,102545,82394
(주)티라유텍,322180,2020/12,14579,7090
(주)티로보틱스,117730,2020/12,34889,42187
(주)티비씨,033830,2020/12,78331,6237
(주)티비에이치글로벌,084870,2020/12,69669,61333
(주)티사이언티픽,057680,2020/12,28840,25015
(주)티씨케이,064760,2020/12,197978,38114
(주)티앤알바이오팹,246710,2020/12,42834,2453
(주)티앤엘,340570,2020/12,46401,7803
(주)티에스넥스젠,043220,2020/12,26887,17233
(주)티에스아이,277880,2020/12,47202,30356
(주)티에스이,131290,2020/12,99220,25636
(주)티에스인베스트먼트,246690,2020/12,,
(주)티에스트릴리온,317240,2020/12,18980,20798
(주)티에이치엔,019180,2020/12,99646,168037
(주)티엘비,356860,2020/12,66237,42367
(주)티엘아이,062860,2020/12,18941,7208
(주)티엘엔지니어링,413300,2020/12,3065,4087
(주)티와이홀딩스,363280,2020/12,2546,14410
(주)티움바이오,321550,2020/12,69049,2565
(주)티웨이항공,091810,2020/12,121975,589540
(주)티웨이홀딩스,004870,2020/12,14546,42218
(주)티케이케미칼,104480,2020/12,185459,408829
(주)티플랙스,081150,2020/12,68379,47778
(주)티피씨,130740,2020/12,24949,25871
(주)티피씨메카트로닉스,048770,2020/12,53233,65804
(주)파나진,046210,2020/12,18567,2162
(주)파라다이스,034230,2020/12,440824,754660
(주)파라텍,033540,2020/12,69018,51148
(주)파루,043200,2020/12,31036,32599
(주)파마리서치,214450,2020/12,111231,44595
(주)파멥신,208340,2020/12,84632,87820
(주)파버나인,177830,2020/12,28099,47994
(주)파세코,037070,2020/12,54478,28690
(주)파수,150900,2020/12,20447,24479
(주)파워넷,037030,2020/12,61307,45555
(주)파워로직스,047310,2020/12,187478,141867
(주)파이버프로,368770,2020/12,,
(주)파이오링크,170790,2020/12,52266,18638
(주)파인디앤씨,049120,2020/12,24455,45263
(주)파인디지털,038950,2020/12,72110,13468
(주)파인테크닉스,106240,2020/12,49229,46625
(주)파인텍,131760,2020/12,50196,59616
(주)파커스,065690,2020/12,46490,12927
(주)파크시스템스,140860,2020/12,76502,46681
(주)파트론,091700,2020/12,259399,178543
(주)판타지오,032800,2020/12,6688,4998
(주)팜스빌,318010,2020/12,43447,13266
(주)팜스코,036580,2020/12,329330,463635
(주)팜스토리,027710,2020/12,398500,376867
(주)팬스타엔터프라이즈,054300,2020/12,26759,34611
(주)팬엔터테인먼트,068050,2020/12,25834,35032
(주)팬젠,222110,2020/12,24092,22098
(주)퍼시스,016800,2020/12,219256,38017
(주)펄어비스,263750,2020/12,371396,127921
(주)펩트론,087010,2020/12,72115,40568
(주)포메탈,119500,2020/12,17909,17463
(주)포바이포,389140,2020/12,9811,11309
(주)포스코아이씨티,022100,2020/12,469998,307898
(주)포스코엠텍,009520,2020/12,107318,33903
(주)포스코인터내셔널,047050,2020/12,3925548,4184237
(주)포스코케미칼,003670,2020/12,776817,1033110
(주)포인트모바일,318020,2020/12,57906,37890
(주)포인트엔지니어링,256630,2020/12,51218,27640
(주)포커스에이치엔에스,331380,2020/12,,
(주)폴라리스세원,234100,2020/12,30513,22363
(주)폴라리스오피스,041020,2020/12,25720,16159
(주)폴라리스우노,114630,2020/12,49757,5697
(주)푸드나무,290720,2020/12,48788,9270
(주)푸드웰,005670,2020/12,52741,28071
(주)푸른기술,094940,2020/12,22620,8626
(주)푸른상호저축은행,007330,2020/12,,
(주)풀무원,017810,2020/12,170286,144711
(주)풍산,103140,2020/12,931126,841643
(주)풍산홀딩스,005810,2020/12,71736,49728
(주)퓨런티어,370090,2020/12,5623,3420
(주)퓨쳐켐,220100,2020/12,42575,20100
(주)프럼파스트,035200,2020/12,22592,3248
(주)프로스테믹스,203690,2020/12,28087,38419
(주)프로이천,321260,2020/12,,
(주)프로텍,053610,2020/12,116570,12042
(주)프롬바이오,377220,2020/12,30975,21352
(주)프리엠스,053160,2020/12,35922,4294
(주)플래스크,041590,2020/12,15276,47901
(주)플래티어,367000,2020/12,15971,19241
(주)플랜티넷,075130,2020/12,12116,3920
(주)플레이그램,009810,2020/12,43081,6592
(주)플레이디,237820,2020/12,98193,49449
(주)플레이위드,023770,2020/12,27159,75473
(주)플리토,300080,2020/12,22612,5080
(주)피델릭스,032580,2020/12,52219,22702
(주)피씨디렉트,051380,2020/12,77760,40010
(주)피에스엠씨,024850,2021/03,15241,11112
(주)피에이치씨,057880,2020/12,41135,8850
(주)피엔에이치테크,239890,2020/12,10224,11606
(주)피엔티,137400,2020/12,260162,277731
(주)피엔풍년,024940,2020/12,30541,9565
(주)피제이메탈,128660,2020/12,43475,24765
(주)피제이전자,006140,2020/12,66318,35752
(주)피코그램,376180,2020/12,9052,25913
(주)피플바이오,304840,2020/12,10099,1827
(주)피피아이,062970,2020/12,19374,16927
(주)픽셀플러스,087600,2020/12,47421,6032
(주)핀텔,291810,2020/12,1211,2067
(주)필옵틱스,161580,2020/12,76321,130296
(주)핌스,347770,2020/12,36274,15360
(주)핑거,163730,2020/12,23648,18784
(주)하나금융지주,086790,2020/12,,
(주)하나기술,299030,2020/12,67527,65881
(주)하나투어,039130,2020/12,121274,188028
(주)하림,136480,2020/12,250016,474876
(주)하림지주,003380,2020/12,27658,658445
(주)하이딥,365590,2020/12,,
(주)하이로닉,149980,2020/12,26989,2557
(주)하이브,352820,2020/12,1177102,509104
(주)하이비젼시스템,126700,2020/12,97403,29951
(주)하이소닉,106080,2020/12,11072,15355
(주)하이스틸,071090,2020/12,85786,113033
(주)하이텍팜,106190,2020/12,40477,33302
(주)하이트론씨스템즈,019490,2020/12,24162,47003
(주)하츠,066130,2020/12,70713,16466
(주)한국가구,004590,2020/12,15369,12709
(주)한국경제티브이,039340,2020/12,84970,35424
(주)한국비엔씨,256840,2020/12,16280,30629
(주)한국전자홀딩스,006200,2020/12,14313,3621
(주)한국종합기술,023350,2020/12,135378,194607
(주)한국카본,017960,2020/12,256464,87056
(주)한국큐빅,021650,2020/12,38089,4879
(주)한국테크놀로지,053590,2020/12,26469,44555
(주)한국토지신탁,034830,2020/12,,
(주)한국특강,007280,2020/12,149645,250944
(주)한국파마,032300,2020/12,54815,34818
(주)한국팩키지,037230,2020/12,32102,36345
(주)한국화장품제조,003350,2020/12,45712,33387
(주)한글과컴퓨터,030520,2020/12,70065,59458
(주)한네트,052600,2020/12,38826,19206
(주)한농화성,011500,2020/12,72555,40522
(주)한독,002390,2020/12,323793,418953
(주)한독크린텍,256150,2020/12,25833,7053
(주)한미글로벌건축사사무소,053690,2020/12,71651,41720
(주)한빛소프트,047080,2020/12,10801,22977
(주)한샘,009240,2020/12,416660,466930
(주)한섬,020000,2020/12,813882,310083
(주)한솔케미칼,014680,2020/12,225858,300922
(주)한솔홈데코,025750,2020/12,80512,124082
(주)한송네오텍,226440,2020/12,30209,11512
(주)한익스프레스,014130,2020/12,98583,229146
(주)한일진공,123840,2020/12,38983,14764
(주)한진,002320,2020/12,474884,1521619
(주)한진중공업홀딩스,003480,2020/12,7527,74405
(주)한진칼,180640,2020/12,923427,1010706
(주)한창,005110,2020/12,33562,29575
(주)한창제지,009460,2020/12,92687,86372
(주)한컴라이프케어,372910,2020/12,63477,119794
(주)한컴위드,054920,2020/12,24313,58252
(주)한탑,002680,2020/12,30699,77684
(주)한화,000880,2020/12,1630128,3870332
(주)해성티피씨,059270,2020/12,7931,15213
(주)핸디소프트,220180,2020/12,60344,7290
(주)헥토이노베이션,214180,2020/12,42661,13587
(주)헥토파이낸셜,234340,2020/12,162936,85091
(주)헬릭스미스,084990,2020/12,331426,178909
(주)현대공업,170030,2020/12,101828,42566
(주)현대그린푸드,005440,2020/12,453945,361610
(주)현대리바트,079430,2020/12,358313,315692
(주)현대미포조선,010620,2020/12,1942434,1230321
(주)현대바이오랜드,052260,2020/12,51279,30390
(주)현대백화점,069960,2020/12,1226720,2546206
(주)현대에버다임,041440,2020/12,147413,46374
(주)현대이지웰,090850,2020/12,100623,55090
(주)현대퓨처넷,126560,2020/12,296074,115821
(주)현대홈쇼핑,057050,2020/12,669510,378343
(주)협진,138360,2020/12,34230,3029
(주)형지아이앤씨,011080,2020/12,34978,33865
(주)혜인,003010,2020/12,123453,104960
(주)호텔신라,008770,2020/12,932489,1764470
(주)홈센타홀딩스,060560,2020/12,3882,96317
(주)홈캐스트,064240,2020/12,39223,8234
(주)화승엔터프라이즈,241590,2020/12,214548,35736
(주)화승인더스트리,006060,2020/12,150107,201331
(주)화승코퍼레이션,013520,2020/12,250233,484270
(주)화신,010690,2020/12,299957,321335
(주)화신정공,126640,2020/12,63653,60934
(주)화인베스틸,133820,2020/12,63476,101455
(주)황금에스티,032560,2020/12,108608,58345
(주)효성,004800,2020/12,410411,388721
(주)후성,093370,2020/12,105126,179957
(주)휠라홀딩스,081660,2020/12,34550,254709
(주)휴네시온,290270,2020/12,21753,6460
(주)휴니드테크놀러지스,005870,2020/12,174906,131164
(주)휴럼,353190,2020/12,,
(주)휴맥스,115160,2020/12,567550,676652
(주)휴맥스홀딩스,028080,2020/12,3740,21755
(주)휴먼엔,032860,2020/12,24116,37608
(주)휴메딕스,200670,2020/12,71950,37098
(주)휴비스,079980,2020/12,350500,365668
(주)휴비츠,065510,2020/12,49757,69754
(주)휴센텍,215090,2020/12,26080,11833
(주)휴스틸,005010,2020/12,213336,157149
(주)휴엠앤씨,263920,2020/12,17025,17583
(주)휴온스,243070,2020/12,249314,156658
(주)휴온스글로벌,084110,2020/12,53250,68409
(주)흥국,010240,2020/12,39694,21449
(주)흥국에프엔비,189980,2020/12,38374,24224
(주)희림종합건축사사무소,037440,2020/12,121079,108183
(주)힘스,238490,2020/12,50691,13094
AJ네트웍스(주),095570,2020/12,196445,905693
CS홀딩스(주),000590,2020/12,38108,7640
DB금융투자(주),016610,2020/12,,
DB손해보험(주),005830,2020/12,,
HD현대(주),267250,2020/12,299508,2195022
KB오토시스(주),024120,2020/12,60118,45343
KD(주),044180,2020/12,54207,109815
KG스틸(주),016380,2020/12,609043,1270271
KISCO홀딩스(주),001940,2020/12,99508,577
LG이노텍(주),011070,2020/12,2870703,3324321
LS일렉트릭(주),010120,2020/12,1333309,991171
OCI(주),010060,2020/12,791858,1034656
SK이노베이션(주),096770,2020/12,1697814,3695047
SNT모티브(주),064960,2020/12,609715,319824
SNT중공업(주),003570,2020/12,355270,220874
STX엔진(주),077970,2020/12,429740,538569
STX중공업(주),071970,2020/12,131898,262308
가온미디어(주),078890,2020/12,199496,130777
가온전선(주),000500,2020/12,258157,237697
감성코퍼레이션(주),036620,2020/12,23911,9296
강남제비스코(주),000860,2020/12,149740,77508
갤럭시아머니트리(주),094480,2020/12,215614,170097
경남스틸(주),039240,2020/12,83465,50715
경남제약(주),053950,2020/12,56634,68986
경동제약(주),011040,2020/12,104155,27967
경인전자(주),009140,2020/12,28760,2796
경창산업(주),024910,2020/12,110655,358779
계룡건설산업(주),013580,2020/12,924361,1023996
계양전기(주),012200,2020/12,143342,93636
고려산업(주),002140,2020/12,78228,106382
고려신용정보(주),049720,2020/12,16614,32053
고려아연(주),010130,2020/12,3984718,853617
고려제강(주),002240,2020/12,203649,262648
고려제약(주),014570,2020/12,62956,12474
광동제약(주),009290,2020/12,393002,221751
광전자(주),017900,2020/12,111231,35917
광진실업(주),026910,2020/12,19218,11369
교보10호기업인수목적(주),355150,2020/12,,
교보증권(주),030610,2020/12,,
교촌에프앤비(주),339770,2020/12,54218,58659
국도화학(주),007690,2020/12,341662,291428
국일신동(주),060480,2020/12,22055,5230
국일제지(주),078130,2020/12,41994,57001
국제약품(주),002720,2020/12,49175,74584
그랜드코리아레저(주),114090,2020/12,344798,221142
그린케미칼(주),083420,2020/12,82107,63604
극동유화(주),014530,2020/12,107199,97550
글로벌에스엠테크리미티드,900070,2020/12,,
글로벌텍스프리(주),204620,2020/12,17754,14661
글로본(주),019660,2020/12,17607,18372
금강공업(주),014280,2020/12,181245,266416
금강철강(주),053260,2020/12,93460,26349
금호건설(주),002990,2020/12,778814,980065
금호석유화학(주),011780,2020/12,1189196,1315604
금호전기(주),001210,2020/12,28522,44857
금호타이어(주),073240,2020/12,769385,1822281
기신정기(주),092440,2021/03,124968,18909
기아(주),000270,2020/12,15667690,18007411
깨끗한나라(주),004540,2020/12,117564,342102
나노씨엠에스(주),247660,2020/12,11467,11254
나노캠텍(주),091970,2020/12,27944,10020
나라엠앤디(주),051490,2020/12,66196,76513
나무기술(주),242040,2020/12,48855,38405
나우아이비캐피탈(주),293580,2020/12,,
나이스정보통신(주),036800,2020/12,207418,84763
나이스평가정보(주),030190,2020/12,174782,98891
남광토건(주),001260,2020/12,127470,137581
남양유업(주),003920,2020/12,470266,209532
남해화학(주),025860,2020/12,383051,136526
남화산업(주),111710,2020/12,35591,12838
남화토건(주),091590,2020/12,59140,22053
네이버(주),035420,2020/12,958003,1561424
넥센타이어(주),002350,2020/12,889270,1103979
넷마블(주),251270,2020/12,457454,1366002
노을(주),376930,2020/12,9781,28193
농업회사법인(주)농우바이오,054050,2020/12,130666,50769
뉴지랩파마(주),214870,2020/12,112386,63009
다믈멀티미디어(주),093640,2020/12,18823,6574
다스코(주),058730,2020/12,93342,122326
다올인베스트먼트(주),298870,2020/12,,
다올투자증권(주),030210,2020/12,,
대덕전자(주),353200,2020/12,252596,154663
대동금속(주),020400,2020/12,32010,70231
대동기어(주),008830,2020/12,63338,128188
대동전자(주),008110,2021/03,41798,31419
대림비앤코(주),005750,2020/12,126220,167362
대림통상(주),006570,2020/12,70439,69877
대명에너지(주),389260,2020/12,61715,53057
대모엔지니어링(주),317850,2020/12,32051,31521
대보마그네틱(주),290670,2020/12,42357,21039
대봉엘에스(주),078140,2020/12,54224,14819
대상(주),001680,2020/12,1071091,1253782
대상홀딩스(주),084690,2020/12,22791,17233
대성산업(주),128820,2020/12,106653,444985
대성에너지(주),117580,2020/12,198447,387319
대성창업투자(주),027830,2020/12,,
대성홀딩스(주),016710,2020/12,36451,127126
대신정보통신(주),020180,2021/03,43246,43154
대신증권(주),003540,2020/12,,
대아티아이(주),045390,2020/12,94795,56066
대양전기공업(주),108380,2020/12,130712,26274
대양제지공업(주),006580,2020/12,54385,36832
대영포장(주),014160,2020/12,58564,54065
대우전자부품(주),009320,2020/12,40100,57069
대우조선해양(주),042660,2020/12,5892256,6386353
대원강업(주),000430,2020/12,150188,244686
대원미디어(주),048910,2020/12,25435,24085
대원산업(주),005710,2020/12,295333,135077
대원전선(주),006340,2020/12,138470,103703
대원제약(주),003220,2020/12,115155,121403
대원화성(주),024890,2020/12,40488,49794
대정화금(주),120240,2020/12,71224,33035
대주산업(주),003310,2020/12,28301,35356
대주전자재료(주),078600,2020/12,47586,106841
대창단조(주),015230,2020/12,125186,20171
대한광통신(주),010170,2020/12,137359,114255
대한그린파워(주),060900,2020/12,15071,30766
대한뉴팜(주),054670,2020/12,68486,75945
대한방직(주),001070,2020/12,94009,77022
대한약품공업(주),023910,2020/12,121684,71166
대한유화(주),006650,2020/12,600483,154782
대한전선(주),001440,2020/12,632444,792121
대한제강(주),084010,2020/12,310898,184123
대한제당(주),001790,2020/12,478922,523429
대한제분(주),001130,2020/12,230991,71200
대한해운(주),005880,2020/12,130817,1488472
대한화섬(주),003830,2020/12,60475,115099
대화제약(주),067080,2020/12,39533,70214
더이앤엠(주),089230,2020/12,44925,22264
덕산네오룩스(주),213420,2020/12,90913,28157
덕산하이메탈(주),077360,2020/12,53509,10677
덕양산업(주),024900,2020/12,266676,374654
덕우전자(주),263600,2020/12,70807,54043
데브시스터즈(주),194480,2020/12,57736,7856
도이치모터스(주),067990,2020/12,150509,313589
동국산업(주),005160,2020/12,158346,97115
동국제강(주),001230,2020/12,1405000,2886535
동국제약(주),086450,2020/12,322651,121458
동부건설(주),005960,2020/12,328944,306292
동성제약(주),002210,2020/12,71507,70770
동신건설(주),025950,2020/12,60333,26127
동아쏘시오홀딩스(주),000640,2020/12,85741,295448
동아에스티(주),170900,2020/12,461974,338488
동아타이어공업(주),282690,2020/12,84509,28951
동아화성(주),041930,2020/12,64500,45064
동양생명보험(주),082640,2020/12,,
동양이엔피(주),079960,2020/12,175927,70654
동양철관(주),008970,2020/12,59601,52982
동양파일(주),228340,2020/12,62349,6673
동양피스톤(주),092780,2020/12,116933,179790
동원금속(주),018500,2021/03,65085,241101
동원산업(주),006040,2020/12,417810,879911
동원수산(주),030720,2020/12,46394,42520
동원시스템즈(주),014820,2020/12,171305,427301
동일고무벨트(주),163560,2020/12,144194,75144
동일금속(주),109860,2020/12,30706,8488
동일산업(주),004890,2020/12,237024,38080
동일제강(주),002690,2020/12,80463,18774
동일철강(주),023790,2020/12,24879,33490
동화기업(주),025900,2020/12,180443,547405
동화약품(주),000020,2020/12,204761,74175
두산밥캣(주),241560,2020/12,31990,105785
두산에너빌리티(주),034020,2020/12,2970075,7686539
두산퓨얼셀(주),336260,2020/12,651986,277644
디비금융제8호기업인수목적(주),367340,2020/12,,
디비금융제9호기업인수목적(주),367360,2020/12,,
디씨엠(주),024090,2020/12,117576,38938
디아이동일(주),001530,2020/12,122936,246384
디아이티(주),110990,2020/12,293695,168160
디에스씨인베스트먼트(주),241520,2020/12,,
디에스알(주),155660,2020/12,98998,51222
디에스알제강(주),069730,2020/12,86634,59998
디엑스앤브이엑스(주),180400,2020/12,6611,4612
디엘(주),000210,2020/12,7386745,8121940
디엘건설(주),001880,2020/12,1104601,696525
디와이(주),013570,2020/12,11166,2739
디와이씨(주),310870,2020/12,,
디와이파워(주),210540,2020/12,97355,41377
디와이피엔에프(주),104460,2020/12,85648,60681
디젠스(주),113810,2020/12,29714,42152
디케이락(주),105740,2020/12,72732,55189
라온시큐어(주),042510,2020/12,24216,15001
라온피플(주),300120,2020/12,59098,5414
램테크놀러지(주),171010,2020/12,19981,25437
로스웰인터내셔널유한회사,900260,2020/12,,
로체시스템즈(주),071280,2020/12,43289,44554
롯데관광개발(주),032350,2020/12,126956,954309
롯데렌탈(주),089860,2020/12,564954,4082788
롯데손해보험(주),000400,2020/12,,
롯데쇼핑(주),023530,2020/12,3715374,15325247
롯데정밀화학(주),004000,2020/12,505361,180184
롯데정보통신(주),286940,2020/12,276678,233229
롯데제과(주),280360,2020/12,556492,1121509
롯데지주(주),004990,2020/12,703367,2901417
롯데칠성음료(주),005300,2020/12,827250,2083201
롯데케미칼(주),011170,2020/12,4352123,3576792
롯데하이마트(주),071840,2020/12,988777,1423236
리노공업(주),058470,2020/12,257710,24192
린드먼아시아인베스트먼트(주),277070,2020/12,,
마이크로로봇(주),182690,2020/12,7274,26754
매일유업(주),267980,2020/12,444449,303828
매일홀딩스(주),005990,2020/12,27509,30813
메가스터디(주),072870,2020/12,102739,27827
메가스터디교육(주),215200,2020/12,107352,240920
메가엠디(주),133750,2020/12,47223,46290
메디앙스(주),014100,2020/12,25755,49017
메디포스트(주),078160,2020/12,87199,102734
메리츠증권(주),008560,2020/12,,
메리츠화재해상보험(주),000060,2020/12,,
메이슨캐피탈(주),021880,2021/03,,
명문제약(주),017180,2020/12,86282,112551
명성티엔에스(주),257370,2020/12,31328,32212
명신산업(주),009900,2020/12,108517,118925
모델솔루션(주),417970,2020/12,22075,19587
모바일어플라이언스(주),087260,2020/12,55489,33558
모트렉스(주),118990,2020/12,99988,132864
무림에스피(주),001810,2020/12,82992,83717
무림페이퍼(주),009200,2020/12,247131,548546
무림피앤피(주),009580,2020/12,282406,567549
문배철강(주),008420,2020/12,58312,68606
미디어젠(주),279600,2020/12,16054,14382
미래나노텍(주),095500,2020/12,123371,117647
미래산업(주),025560,2020/12,39462,31445
미래에셋대우기업인수목적5호(주),353490,2020/12,,
미래에셋벤처투자(주),100790,2020/12,,
미래에셋생명보험(주),085620,2020/12,,
미래에셋증권(주),006800,2020/12,,
미스터블루(주),207760,2020/12,21647,9699
미원상사(주),002840,2020/12,132387,55922
미원스페셜티케미칼(주),268280,2020/12,214100,62333
미원홀딩스(주),107590,2020/12,7041,58383
미원화학(주),134380,2020/12,39991,12431
미창석유공업(주),003650,2020/12,218922,31409
미투젠(유),950190,2020/12,115342,10647
바디텍메드(주),206640,2020/12,107042,32431
바이오플러스(주),099430,2020/12,25540,13811
바이온(주),032980,2020/12,18014,5301
바이옵트로(주),222160,2021/03,10384,12173
바이젠셀(주),308080,2020/12,17660,57122
백광산업(주),001340,2020/12,48106,145409
범양건영(주),002410,2020/12,68953,48625
범한퓨얼셀(주),382900,2020/12,30571,26826
베뉴지(주),019010,2020/12,114413,163664
보로노이(주),310210,2020/12,24600,19890
보성파워텍(주),006910,2020/12,72350,41085
보해양조(주),000890,2020/12,49939,70362
부광약품(주),003000,2020/12,198223,104539
부국증권(주),001270,2020/12,,
부국철강(주),026940,2020/12,94600,18924
부산산업(주),011390,2020/12,9609,7579
부산주공(주),005030,2020/12,66745,223142
브레인즈컴퍼니(주),099390,2020/12,24436,4179
브릿지바이오테라퓨틱스(주),288330,2020/12,60039,4277
비나텍(주),126340,2020/12,44664,38633
비디아이(주),148140,2020/12,122858,168643
비비씨(주),318410,2020/12,39197,6828
비씨엔씨(주),146320,2020/12,19518,41593
비에이치아이(주),083650,2020/12,131131,295505
비케이탑스(주),030790,2020/12,8264,37325
비플라이소프트(주),148780,2020/12,3253,3787
빛샘전자(주),072950,2020/12,20997,8100
사조동아원(주),008040,2020/12,175241,230672
사조산업(주),007160,2020/12,181816,246736
사조씨푸드(주),014710,2020/12,79771,100811
삼강엠앤티(주),100090,2020/12,182337,342867
삼륭물산(주),014970,2020/12,24735,24632
삼목에스폼(주),018310,2020/12,160277,56367
삼보모터스(주),053700,2020/12,151051,269476
삼보산업(주),009620,2020/12,83140,191994
삼부토건(주),001470,2020/12,346581,207388
삼성SDI(주),006400,2020/12,3423162,4067344
삼성공조(주),006660,2020/12,147720,24091
삼성물산(주),028260,2020/12,7491104,16447065
삼성바이오로직스(주),207940,2020/12,1743116,1372377
삼성생명보험(주),032830,2020/12,,
삼성에스디에스(주),018260,2020/12,4021622,993400
삼성엔지니어링(주),028050,2020/12,2201338,2618320
삼성전기(주),009150,2020/12,2587330,1219606
삼성전자(주),005930,2020/12,73798549,46347703
삼성제약(주),001360,2020/12,65312,56811
삼성중공업(주),010140,2020/12,6625786,8993199
삼성증권(주),016360,2020/12,,
삼성카드(주),029780,2020/12,,
삼성화재해상보험(주),000810,2020/12,,
삼아알미늄(주),006110,2020/12,75378,96906
삼아제약(주),009300,2020/12,93760,15810
삼양식품(주),003230,2020/12,165776,198728
삼양통상(주),002170,2020/12,313188,45279
삼영무역(주),002810,2020/12,221574,35796
삼영엠텍(주),054540,2020/12,42634,28109
삼영이엔씨(주),065570,2020/12,66032,25590
삼영전자공업(주),005680,2020/12,290437,19423
삼영화학공업(주),003720,2020/12,39112,31433
삼익티에이치케이(주),004380,2020/12,162922,197639
삼일제약(주),000520,2020/12,70723,127831
삼정펄프(주),009770,2020/12,134605,21807
삼지전자(주),037460,2020/12,72012,91143
삼진제약(주),005500,2020/12,146860,55577
삼천당제약(주),000250,2020/12,73818,49857
삼천리자전거(주),024950,2020/12,75865,32936
삼현철강(주),017480,2020/12,142374,30125
삼호개발(주),010960,2020/12,189001,95681
삼화왕관(주),004450,2020/12,42892,83080
삼화전기(주),009470,2020/12,42242,64342
삼화전자공업(주),011230,2020/12,14246,32681
삼화콘덴서공업(주),001820,2020/12,92736,50347
삼화페인트공업(주),000390,2020/12,264340,271209
상신브레이크(주),041650,2020/12,159304,172096
상신이디피(주),091580,2020/12,53416,64288
상신전자(주),263810,2020/12,40121,20202
새론오토모티브(주),075180,2020/12,86492,21179
샘표(주),007540,2020/12,38148,6976
샘표식품(주),248170,2020/12,129802,72504
서암기계공업(주),100660,2020/12,51294,7239
서울도시가스(주),017390,2020/12,833763,647777
서울바이오시스(주),092190,2020/12,111907,218994
서울반도체(주),046890,2020/12,503293,267411
서울식품공업(주),004410,2020/12,21863,46386
서울전자통신(주),027040,2020/12,19434,41650
서호전기(주),065710,2020/12,29988,15686
선도전기(주),007610,2020/12,59829,80745
선바이오(주),067370,2020/12,5399,8936
선진뷰티사이언스(주),086710,2020/12,28475,57517
성문전자(주),014910,2020/12,10781,5156
성보화학(주),003080,2020/12,81146,22523
성신양회(주),004980,2020/12,234860,542008
성우전자(주),081580,2020/12,44351,3972
성우테크론(주),045300,2020/12,35066,23939
성일하이텍(주),365340,2020/12,33143,124697
성창기업지주(주),000180,2020/12,13307,54365
성호전자(주),043260,2020/12,46887,56433
세기상사(주),002420,2020/12,1343,19871
세명전기공업(주),017510,2020/12,31805,8477
세방(주),004360,2020/12,194297,228315
세방전지(주),004490,2020/12,841303,235594
세원이앤씨(주),091090,2020/12,101557,154694
세종공업(주),033530,2020/12,326425,312271
세종텔레콤(주),036630,2020/12,253481,130784
세하(주),027970,2020/12,56285,101774
소니드(주),060230,2020/12,46821,27140
소프트캠프(주),258790,2020/12,12017,4812
솔루스첨단소재(주),336370,2020/12,112067,123103
솔브레인(주),357780,2020/12,328250,182608
솔브레인홀딩스(주),036830,2020/12,91570,44515
솔트웨어(주),328380,2020/12,,
송원산업(주),004430,2020/12,287895,358507
스톤브릿지벤처스(주),330730,2020/12,,
스튜디오드래곤(주),253450,2020/12,197245,128216
스틱인베스트먼트(주),026890,2020/12,45033,15096
시그네틱스(주),033170,2020/12,92150,60373
신대양제지(주),016590,2020/12,113256,43751
신라교역(주),004970,2020/12,192836,91597
신라섬유(주),001000,2020/12,1484,17578
신라에스지(주),025870,2020/12,15222,25877
신라젠(주),215600,2020/12,23909,24961
신성델타테크(주),065350,2020/12,21777,72217
신세계건설(주),034300,2020/12,343791,563223
신송홀딩스(주),006880,2020/12,3429,16120
신신제약(주),002800,2020/12,39654,61411
신영증권(주),001720,2021/03,,
신영해피투모로우제6호기업인수목적(주),344050,2020/12,,
신원종합개발(주),017000,2020/12,133909,98997
신일전자(주),002700,2020/12,72046,35333
신일제약(주),012790,2020/12,52772,17326
신풍제약(주),019170,2020/12,321373,112313
신풍제지(주),002870,2020/12,59337,5312
신한제7호기업인수목적(주),366330,2020/12,,
