회사명,거래소코드,회계년도,부채비율,유동비율
(주)케이씨씨,002380,2020/12,74.39,91.74
(주)케이씨씨건설,021320,2020/12,144.05,150.81
(주)케이씨씨글라스,344820,2020/12,,
(주)케이씨아이,036670,2020/12,13.33,480.28
(주)케이씨에스,115500,2020/12,49.16,254.76
(주)케이씨텍,281820,2020/12,17.1,526.91
(주)케이씨티,089150,2020/12,53.79,222.11
(주)케이씨티시,009070,2020/12,104.14,70.87
(주)케이씨피드,025880,2020/12,85.97,145.24
(주)케이아이엔엑스,093320,2020/12,28.18,494.23
(주)케이에스에스해운,044450,2020/12,297.92,29.32
(주)케이에스피,073010,2020/12,95.44,121.18
(주)케이에이치바텍,060720,2020/12,22.68,351.35
(주)케이에이치필룩스,033180,2020/12,37.48,109.52
(주)케이엑스이노베이션,122450,2020/12,79.47,45.63
(주)케이엑스하이텍,052900,2020/12,28.99,188.47
(주)케이엔더블유,105330,2020/12,35.9,345.02
(주)케이엔엔,058400,2020/12,6.6,518.02
(주)케이엔제이,272110,2020/12,240.81,83.98
(주)케이엘넷,039420,2020/12,15.95,370.82
(주)케이엠,083550,2020/12,49.88,180.73
(주)케이엠더블유,032500,2020/12,46.03,258.95
(주)케이옥션,102370,2020/12,246.15,66.35
(주)케이이씨,092220,2020/12,141.2,162.51
(주)케이지모빌리언스,046440,2020/12,55.52,313.72
(주)케이지이니시스,035600,2020/12,167.01,52.17
(주)케이티,030200,2020/12,112.28,108.29
(주)케이티서브마린,060370,2020/12,13.65,695.13
(주)케이티스카이라이프,053210,2020/12,21.78,332.22
(주)케이티씨에스,058850,2020/12,83.09,193.35
(주)케이티아이에스,058860,2020/12,75.8,144.5
(주)케이티알파,036030,2020/12,44.73,174.79
(주)케이티앤지,033780,2020/12,22.67,274.06
(주)케이프,064820,2020/12,35.36,166.4
(주)케이피에스,256940,2020/12,48.2,224.54
(주)케이피에프,024880,2020/12,96.09,126.47
(주)케이피엠테크,042040,2020/12,18.59,249.41
(주)케이피티유,054410,2020/12,105.88,64.43
(주)케일럼,258610,2020/12,145.22,37.02
(주)켐온,217600,2020/12,32.93,290.79
(주)켐트로닉스,089010,2020/12,168.4,90.59
(주)켐트로스,220260,2020/12,55.22,163.04
(주)코난테크놀로지,402030,2020/12,,
(주)코다코,046070,2020/12,594.87,43.5
(주)코데즈컴바인,047770,2020/12,14.09,667.74
(주)코디,080530,2020/12,75.28,306.62
(주)코렌텍,104540,2020/12,109.19,231.77
(주)코리아나화장품,027050,2020/12,42.24,120.94
(주)코리아센터,290510,2020/12,35.87,60.48
(주)코리아써키트,007810,2020/12,36.21,210.42
(주)코리아에스이,101670,2020/12,21.33,501.21
(주)코맥스,036690,2020/12,63.31,193.37
(주)코메론,049430,2020/12,5.29,981.59
(주)코미코,183300,2020/12,37.51,156.33
(주)코미팜,041960,2020/12,58.17,143.23
(주)코세스,089890,2020/12,152.95,200.84
(주)코센,009730,2020/12,158.31,84.6
(주)코스나인,082660,2020/12,265.15,36.65
(주)코스메카코리아,241710,2020/12,88.13,76.98
(주)코스온,069110,2020/12,102.59,85.7
(주)코아스,071950,2020/12,203.53,64.24
(주)코아시아,045970,2020/12,67.3,121.47
(주)코아시아옵틱스,196450,2020/12,30.05,170.77
(주)코엔텍,029960,2020/12,26.45,631.27
(주)코오롱,002020,2020/12,124.37,4.99
(주)코원플레이,056000,2020/12,98.06,179.61
(주)코윈테크,282880,2020/12,27.8,320.55
(주)코이즈,121850,2020/12,132.37,152.56
(주)코콤,015710,2020/12,23.49,357.89
(주)코텍,052330,2020/12,6.97,1247.94
(주)코퍼스코리아,322780,2020/12,6.56,1810.7
(주)코프라,126600,2020/12,13.78,654.32
(주)콘텐트리중앙,036420,2020/12,37.39,76.61
(주)콤텍시스템,031820,2020/12,63.07,198.12
(주)쿠콘,294570,2020/12,113.34,107.19
(주)퀀타매트릭스,317690,2020/12,6.99,2324.27
(주)큐라클,365270,2020/12,88.62,204.02
(주)큐로,015590,2020/12,84.14,141.06
(주)큐로컴,040350,2020/12,51.73,39.87
(주)큐로홀딩스,051780,2020/12,31.25,243.32
(주)큐리언트,115180,2020/12,6.46,2220.55
(주)큐브엔터테인먼트,182360,2020/12,51.78,319.59
(주)큐에스아이,066310,2020/12,34.08,256.25
(주)크라운제과,264900,2020/12,114.21,93.17
(주)크라운해태홀딩스,005740,2020/12,20.04,3.54
(주)크래프톤,259960,2020/12,37.3,325.84
(주)크레버스,096240,2020/12,52.54,159.26
(주)크리스에프앤씨,110790,2020/12,30.38,297.29
(주)크린앤사이언스,045520,2020/12,164.46,156.34
(주)클라우드에어,036170,2020/12,24.77,358.75
(주)클래시스,214150,2020/12,11.09,614.96
(주)클리노믹스,352770,2020/12,8.72,1323.97
(주)클리오,237880,2020/12,40.73,225.25
(주)키다리스튜디오,020120,2020/12,55.01,152.77
(주)키이스트,054780,2020/12,68.68,133.16
(주)타이거일렉,219130,2020/12,41.23,127.39
(주)탑엔지니어링,065130,2020/12,43.12,129.99
(주)탑코미디어,134580,2020/12,21.04,588.96
(주)태경비케이,014580,2020/12,54.93,114.94
(주)태광,023160,2020/12,8.77,908.72
(주)태성,323280,2020/12,,
(주)태양,053620,2020/12,23.11,283.53
(주)태영건설,009410,2020/12,278.92,120.66
(주)태웅,044490,2020/12,71.46,317.15
(주)태웅로직스,124560,2020/12,92.03,151.95
(주)테라젠이텍스,066700,2020/12,30.5,151.85
(주)테스,095610,2020/12,16.23,488.96
(주)테이팩스,055490,2020/12,72.77,171.04
(주)테크윙,089030,2020/12,89.89,141.26
(주)텔레칩스,054450,2020/12,79.44,274.77
(주)텔레필드,091440,2020/12,177.73,180.72
(주)텔콘알에프제약,200230,2020/12,64.47,40.46
(주)토니모리,214420,2020/12,94.06,79.5
(주)토박스코리아,215480,2020/12,23.85,491.72
(주)토비스,051360,2020/12,38.78,243.79
(주)토탈소프트뱅크,045340,2020/12,79.5,271.14
(주)톱텍,108230,2020/12,8.01,795.81
(주)투비소프트,079970,2020/12,39.87,232.46
(주)툴젠,199800,2020/12,11.41,1130.54
(주)트루윈,105550,2020/12,162.49,122.5
(주)트윔,290090,2020/12,15.22,623.95
(주)특수건설,026150,2020/12,90.71,175.56
(주)티라유텍,322180,2020/12,27.23,286.61
(주)티로보틱스,117730,2020/12,127.39,109.46
(주)티비씨,033830,2020/12,5.5,1604.73
(주)티비에이치글로벌,084870,2020/12,78.54,156.13
(주)티사이언티픽,057680,2020/12,29.89,182.82
(주)티씨케이,064760,2020/12,14.09,537.78
(주)티앤알바이오팹,246710,2020/12,5.33,3541.92
(주)티앤엘,340570,2020/12,10.85,704.66
(주)티에스넥스젠,043220,2020/12,44.24,361.32
(주)티에스아이,277880,2020/12,82.21,198.58
(주)티에스이,131290,2020/12,13.95,464.05
(주)티에스인베스트먼트,246690,2020/12,,
(주)티에스트릴리온,317240,2020/12,104.6,143.83
(주)티에이치엔,019180,2020/12,181.49,90.67
(주)티엘비,356860,2020/12,59.44,253.17
(주)티엘아이,062860,2020/12,11.71,319.33
(주)티엘엔지니어링,413300,2020/12,,
(주)티와이홀딩스,363280,2020/12,,
(주)티움바이오,321550,2020/12,3.11,4612.24
(주)티웨이항공,091810,2020/12,517.6,66.42
(주)티웨이홀딩스,004870,2020/12,97.65,49.08
(주)티케이케미칼,104480,2020/12,152.99,64.41
(주)티플랙스,081150,2020/12,47.14,230.68
(주)티피씨,130740,2020/12,42.99,115.95
(주)티피씨메카트로닉스,048770,2020/12,211.53,101.06
(주)파나진,046210,2020/12,8.62,1891.37
(주)파라다이스,034230,2020/12,75.69,224.23
(주)파라텍,033540,2020/12,80.71,208.31
(주)파루,043200,2020/12,114.26,116.71
(주)파마리서치,214450,2020/12,18.08,354.69
(주)파멥신,208340,2020/12,177.26,99.46
(주)파버나인,177830,2020/12,82.97,81.37
(주)파세코,037070,2020/12,33.14,232.11
(주)파수,150900,2020/12,138.69,125.04
(주)파워넷,037030,2020/12,63.65,184.79
(주)파워로직스,047310,2020/12,71.85,134.23
(주)파이버프로,368770,2020/12,,
(주)파이오링크,170790,2020/12,35.81,605.07
(주)파인디앤씨,049120,2020/12,140.34,71.96
(주)파인디지털,038950,2020/12,16.31,724.41
(주)파인테크닉스,106240,2020/12,76.92,120.4
(주)파인텍,131760,2020/12,160.3,103.17
(주)파커스,065690,2020/12,17.51,372.04
(주)파크시스템스,140860,2020/12,85.81,314.47
(주)파트론,091700,2020/12,48.03,145.91
(주)판타지오,032800,2020/12,23.11,212.11
(주)팜스빌,318010,2020/12,23.65,1137.14
(주)팜스코,036580,2020/12,146.08,73.51
(주)팜스토리,027710,2020/12,214.94,120.38
(주)팬스타엔터프라이즈,054300,2020/12,95.11,116.5
(주)팬엔터테인먼트,068050,2020/12,51.52,179.24
(주)팬젠,222110,2020/12,155.5,119.91
(주)퍼시스,016800,2020/12,8.25,636.92
(주)펄어비스,263750,2020/12,20.05,422.01
(주)펩트론,087010,2020/12,52.59,252.27
(주)포메탈,119500,2020/12,38.16,120.74
(주)포바이포,389140,2020/12,,
(주)포스코아이씨티,022100,2020/12,84.01,165.8
(주)포스코엠텍,009520,2020/12,35.17,348.44
(주)포스코인터내셔널,047050,2020/12,138.47,148.33
(주)포스코케미칼,003670,2020/12,107.5,381.5
(주)포시에스,189690,2020/06,4.5,1048.01
(주)포인트모바일,318020,2020/12,77.14,171.82
(주)포인트엔지니어링,256630,2020/12,36.66,256.59
(주)포커스에이치엔에스,331380,2020/12,,
(주)폴라리스세원,234100,2020/12,42.72,146.34
(주)폴라리스오피스,041020,2020/12,46.6,159.38
(주)폴라리스우노,114630,2020/12,7.52,982.82
(주)푸드나무,290720,2020/12,16.57,537.95
(주)푸드웰,005670,2020/12,39.91,204.79
(주)푸른기술,094940,2020/12,29.13,286.36
(주)푸른상호저축은행,007330,2020/12,,
(주)풀무원,017810,2020/12,28.64,157.48
(주)풍강,093380,2020/08,36.45,210.2
(주)풍산,103140,2020/12,58.27,166.41
(주)풍산홀딩스,005810,2020/12,11.63,427.83
(주)퓨런티어,370090,2020/12,67.11,207.08
(주)퓨쳐켐,220100,2020/12,42.84,235.21
(주)프럼파스트,035200,2020/12,9.5,744.43
(주)프로스테믹스,203690,2020/12,177.57,83.64
(주)프로이천,321260,2020/12,,
(주)프로텍,053610,2020/12,5.86,1036.93
(주)프롬바이오,377220,2020/12,90.32,169.73
(주)프리엠스,053160,2020/12,8.85,1550.24
(주)플래스크,041590,2020/12,60.69,35.54
(주)플래티어,367000,2020/12,,
(주)플랜티넷,075130,2020/12,6.58,406.15
(주)플레이그램,009810,2020/12,10.24,756.64
(주)플레이디,237820,2020/12,70.2,243.05
(주)플레이위드,023770,2020/12,228.3,36.22
(주)플리토,300080,2020/12,25.89,558.17
(주)피델릭스,032580,2020/12,61.02,259.29
(주)피씨디렉트,051380,2020/12,96.6,197.9
(주)피에스엠씨,024850,2020/03,41.08,288.13
(주)피에이치씨,057880,2020/12,12.63,477.47
(주)피엔에이치테크,239890,2020/12,188.85,109.57
(주)피엔티,137400,2020/12,222.23,105.25
(주)피엔풍년,024940,2020/12,24.13,369.17
(주)피제이메탈,128660,2020/12,58.09,224.3
(주)피제이전자,006140,2020/12,32.63,319.52
(주)피코그램,376180,2020/12,219.17,139.49
(주)피플바이오,304840,2020/12,20.7,1991.01
(주)피피아이,062970,2020/12,96.36,302.68
(주)픽셀플러스,087600,2020/12,7.5,957.28
(주)핀텔,291810,2020/12,,
(주)필옵틱스,161580,2020/12,141.15,75.8
(주)핌스,347770,2020/12,31.87,604.74
(주)핑거,163730,2020/12,112.13,189.16
(주)하나금융지주,086790,2020/12,,
(주)하나기술,299030,2020/12,123.74,144.14
(주)하나투어,039130,2020/12,118.05,126.34
(주)하림,136480,2020/12,167.57,67.09
(주)하림지주,003380,2020/12,61.96,5.1
(주)하이딥,365590,2020/12,,
(주)하이로닉,149980,2020/12,5.67,1843.9
(주)하이브,352820,2020/12,42.29,720.58
(주)하이비젼시스템,126700,2020/12,23.03,343.41
(주)하이소닉,106080,2020/12,284.13,74.87
(주)하이스틸,071090,2020/12,89.38,101.34
(주)하이텍팜,106190,2020/12,35,150.29
(주)하이트론씨스템즈,019490,2020/12,327.34,91.37
(주)하츠,066130,2020/12,18.79,550.37
(주)한국가구,004590,2020/12,16.49,255.23
(주)한국경제티브이,039340,2020/12,26.69,292.16
(주)한국비엔씨,256840,2020/12,82.8,72.88
(주)한국전자홀딩스,006200,2020/12,3.19,1359.16
(주)한국종합기술,023350,2020/12,141.52,86.16
(주)한국카본,017960,2020/12,21.89,387.65
(주)한국큐빅,021650,2020/12,6.35,780.66
(주)한국테크놀로지,053590,2020/12,330.4,62.67
(주)한국토지신탁,034830,2020/12,,
(주)한국특강,007280,2020/12,247.5,282.42
(주)한국파마,032300,2020/12,74.87,178.82
(주)한국팩키지,037230,2020/12,80.93,208.29
(주)한국화장품제조,003350,2020/12,75.42,188.39
(주)한글과컴퓨터,030520,2020/12,23.41,122.55
(주)한네트,052600,2020/12,54.58,218.17
(주)한농화성,011500,2020/12,30.97,266.54
(주)한독,002390,2020/12,111.07,143.46
(주)한독크린텍,256150,2020/12,17.08,440.35
(주)한미글로벌건축사사무소,053690,2020/12,40.23,178.36
(주)한빛소프트,047080,2020/12,144.12,91.87
(주)한샘,009240,2020/12,79.88,125.25
(주)한섬,020000,2020/12,27.53,353.44
(주)한솔케미칼,014680,2020/12,60.62,185.98
(주)한솔홈데코,025750,2020/12,78.59,120.16
(주)한송네오텍,226440,2020/12,31.36,268.66
(주)한익스프레스,014130,2020/12,358.78,52.03
(주)한일진공,123840,2020/12,11.43,291.09
(주)한진,002320,2020/12,125.44,72.58
(주)한진중공업홀딩스,003480,2020/12,25.64,13.36
(주)한진칼,180640,2020/12,50.27,152.51
(주)한창,005110,2020/12,143.24,119.31
(주)한창제지,009460,2020/12,91.2,142.91
(주)한컴라이프케어,372910,2020/12,510.4,79.19
(주)한컴위드,054920,2020/12,44.16,49.04
(주)한탑,002680,2020/12,132.13,43.24
(주)한화,000880,2020/12,110.82,76.85
(주)해성티피씨,059270,2020/12,80.41,357.21
(주)핸디소프트,220180,2020/12,12.35,970.13
(주)헥토이노베이션,214180,2020/12,13.09,363.66
(주)헥토파이낸셜,234340,2020/12,73.58,194.7
(주)헬릭스미스,084990,2020/12,64.1,190.08
(주)현대공업,170030,2020/12,38.5,250.79
(주)현대그린푸드,005440,2020/12,25.85,224.46
(주)현대리바트,079430,2020/12,65.88,140.98
(주)현대미포조선,010620,2020/12,52.96,162.12
(주)현대바이오랜드,052260,2020/12,22.29,252.12
(주)현대백화점,069960,2020/12,65.46,72.16
(주)현대에버다임,041440,2020/12,27.34,329.93
(주)현대이지웰,090850,2020/12,83.75,183.17
(주)현대퓨처넷,126560,2020/12,16.61,522.01
(주)현대홈쇼핑,057050,2020/12,25.68,178.8
(주)협진,138360,2020/12,6.89,1159.58
(주)형지아이앤씨,011080,2020/12,214.99,126.99
(주)형지엘리트,093240,2020/06,38.21,410.89
(주)혜인,003010,2020/12,102.49,125.87
(주)호텔신라,008770,2020/12,260.76,148.34
(주)홈센타홀딩스,060560,2020/12,126.15,6.09
(주)홈캐스트,064240,2020/12,11.64,480.29
(주)화승엔터프라이즈,241590,2020/12,10.13,601.93
(주)화승인더스트리,006060,2020/12,105.39,77.02
(주)화승코퍼레이션,013520,2020/12,215.85,60.95
(주)화신,010690,2020/12,100.45,128.09
(주)화신정공,126640,2020/12,71.07,133.46
(주)화인베스틸,133820,2020/12,132.94,66.16
(주)황금에스티,032560,2020/12,28.4,205.15
(주)효성,004800,2020/12,17.14,368.22
(주)후성,093370,2020/12,76.54,119.49
(주)휠라홀딩스,081660,2020/12,62.44,14.78
(주)휴네시온,290270,2020/12,24.33,368.82
(주)휴니드테크놀러지스,005870,2020/12,109.94,142.69
(주)휴럼,353190,2020/12,,
(주)휴맥스,115160,2020/12,207.3,104.16
(주)휴맥스홀딩스,028080,2020/12,16.97,17.94
(주)휴먼엔,032860,2020/12,1132.15,65.91
(주)휴메딕스,200670,2020/12,31.45,211.85
(주)휴비스,079980,2020/12,85.53,130.3
(주)휴비츠,065510,2020/12,105.59,99.27
(주)휴센텍,215090,2020/12,57.95,235.44
(주)휴스틸,005010,2020/12,38.23,178.45
(주)휴엠앤씨,263920,2020/12,60.45,97.1
(주)휴온스,243070,2020/12,65.65,220.3
(주)휴온스글로벌,084110,2020/12,21.11,84.56
(주)흥국,010240,2020/12,37.34,212.81
(주)흥국에프엔비,189980,2020/12,35.83,167.57
(주)희림종합건축사사무소,037440,2020/12,188.98,130.38
(주)힘스,238490,2020/12,16.84,614.55
AJ네트웍스(주),095570,2020/12,303.47,39.93
CS홀딩스(주),000590,2020/12,4.58,8052.41
DB금융투자(주),016610,2020/12,,
DB손해보험(주),005830,2020/12,,
HD현대(주),267250,2020/12,39.67,67.66
KB오토시스(주),024120,2020/12,42.93,145.56
KD(주),044180,2020/12,495.91,149.9
KG스틸(주),016380,2020/12,132.81,130.12
KISCO홀딩스(주),001940,2020/12,0.1,28316.53
LG이노텍(주),011070,2020/12,153.34,129.17
LS일렉트릭(주),010120,2020/12,72.88,257.63
OCI(주),010060,2020/12,44.32,146.11
SK이노베이션(주),096770,2020/12,26.33,115.15
SNT모티브(주),064960,2020/12,42.31,232.53
SNT중공업(주),003570,2020/12,37.16,332.73
STX엔진(주),077970,2020/12,206.52,90.3
STX중공업(주),071970,2020/12,153.67,57.71
가온미디어(주),078890,2020/12,83.18,183.72
가온전선(주),000500,2020/12,91.04,163.05
감성코퍼레이션(주),036620,2020/12,29.82,263.91
강남제비스코(주),000860,2020/12,22.66,271.05
갤럭시아머니트리(주),094480,2020/12,183.95,136.62
경남스틸(주),039240,2020/12,57.63,177.23
경남제약(주),053950,2020/12,119.7,147.87
경동제약(주),011040,2020/12,10.66,412.1
경인전자(주),009140,2020/12,5.53,1844.54
경창산업(주),024910,2020/12,561.94,46.59
계룡건설산업(주),013580,2020/12,198.54,136.06
계양전기(주),012200,2020/12,50.5,172.05
고려산업(주),002140,2020/12,113.37,82.52
고려신용정보(주),049720,2020/12,109.55,79.73
고려아연(주),010130,2020/12,12.81,518.52
고려제강(주),002240,2020/12,24,118.08
고려제약(주),014570,2020/12,17.6,644.3
광동제약(주),009290,2020/12,48.09,194.87
광전자(주),017900,2020/12,17.88,570.56
광진실업(주),026910,2020/12,45.73,231.68
교보10호기업인수목적(주),355150,2020/12,,
교보증권(주),030610,2020/12,,
교촌에프앤비(주),339770,2020/12,42.04,120.95
국도화학(주),007690,2020/12,61.21,157.69
국일신동(주),060480,2020/12,11.11,1401.7
국일제지(주),078130,2020/12,82.36,85.67
국제약품(주),002720,2020/12,107.43,89.13
그랜드코리아레저(주),114090,2020/12,45.58,269.53
그레이트리치과기유한공사,900290,2020/06,,
그린케미칼(주),083420,2020/12,56.17,159.1
극동유화(주),014530,2020/12,58.75,146.75
글로벌에스엠테크리미티드,900070,2020/12,,
글로벌텍스프리(주),204620,2020/12,19.67,132.02
글로본(주),019660,2020/12,103.93,97.6
금강공업(주),014280,2020/12,107.12,83.96
금강철강(주),053260,2020/12,24.33,378.76
금호건설(주),002990,2020/12,244.96,93.8
금호석유화학(주),011780,2020/12,61.6,128.91
금호전기(주),001210,2020/12,2182.18,70.01
금호타이어(주),073240,2020/12,244.59,127.57
기신정기(주),092440,2020/03,7.35,1096.94
기아(주),000270,2020/12,76.35,130.42
깨끗한나라(주),004540,2020/12,163.82,65.21
나노씨엠에스(주),247660,2020/12,178.7,123.23
나노캠텍(주),091970,2020/12,18.76,279.47
나라엠앤디(주),051490,2020/12,106.94,93.86
나무기술(주),242040,2020/12,138.64,139.36
나우아이비캐피탈(주),293580,2020/12,,
나이스정보통신(주),036800,2020/12,37.3,247.78
나이스평가정보(주),030190,2020/12,38.83,206.03
남광토건(주),001260,2020/12,207.51,97.48
남양유업(주),003920,2020/12,24.59,485.77
남해화학(주),025860,2020/12,30.14,322.47
남화산업(주),111710,2020/12,9.14,1489.32
남화토건(주),091590,2020/12,19.43,371.22
네이버(주),035420,2020/12,21.5,75.46
넥센타이어(주),002350,2020/12,69.97,239.16
넷마블(주),251270,2020/12,26.53,65.31
노을(주),376930,2020/12,,
농업회사법인(주)농우바이오,054050,2020/12,22.18,269.56
농업회사법인아시아종묘(주),154030,2020/09,156.06,96.12
뉴지랩파마(주),214870,2020/12,81.67,195.98
다믈멀티미디어(주),093640,2020/12,26.68,307.63
다스코(주),058730,2020/12,103.83,115.33
다올인베스트먼트(주),298870,2020/12,,
다올투자증권(주),030210,2020/12,,
대덕전자(주),353200,2020/12,,
대동금속(주),020400,2020/12,195.22,60.35
대동기어(주),008830,2020/12,197.77,70.01
대동전자(주),008110,2020/03,19.52,540.64
대림비앤코(주),005750,2020/12,105.75,160.2
대림통상(주),006570,2020/12,82.82,131.08
대명에너지(주),389260,2020/12,109.19,117.63
대모엔지니어링(주),317850,2020/12,73.15,279.42
대보마그네틱(주),290670,2020/12,48.23,209.61
대봉엘에스(주),078140,2020/12,20.13,616.35
대상(주),001680,2020/12,116.58,165
대상홀딩스(주),084690,2020/12,4.53,356.25
대성산업(주),128820,2020/12,99.27,61.42
대성에너지(주),117580,2020/12,122.74,71.48
대성창업투자(주),027830,2020/12,,
대성홀딩스(주),016710,2020/12,51.57,65.34
대신정보통신(주),020180,2020/03,216.69,101.42
대신증권(주),003540,2020/12,,
대아티아이(주),045390,2020/12,55.51,185.57
대양전기공업(주),108380,2020/12,13.31,515.4
대양제지공업(주),006580,2020/12,28.46,500.72
대영포장(주),014160,2020/12,35.13,140.85
대우전자부품(주),009320,2020/12,163.41,83.18
대우조선해양(주),042660,2020/12,169.54,115.59
대원강업(주),000430,2020/12,59.62,71.93
대원미디어(주),048910,2020/12,36.87,134.71
대원산업(주),005710,2020/12,43.89,284.34
대원전선(주),006340,2020/12,120.54,150.01
대원제약(주),003220,2020/12,57.58,208.66
대원화성(주),024890,2020/12,65.79,93.74
대정화금(주),120240,2020/12,25.81,262.21
대주산업(주),003310,2020/12,64.53,137.25
대주전자재료(주),078600,2020/12,125.42,89.73
대창단조(주),015230,2020/12,12.63,680.3
대한광통신(주),010170,2020/12,74.52,197.69
대한그린파워(주),060900,2020/12,95.94,49.26
대한뉴팜(주),054670,2020/12,132.93,136.54
대한방직(주),001070,2020/12,57.21,191.08
대한약품공업(주),023910,2020/12,39.12,310.22
대한유화(주),006650,2020/12,8.51,1009.29
대한전선(주),001440,2020/12,212,83.88
대한제강(주),084010,2020/12,41.92,178.33
대한제당(주),001790,2020/12,110.2,164.67
대한제분(주),001130,2020/12,10.95,382.14
대한해운(주),005880,2020/12,257.06,32.96
대한화섬(주),003830,2020/12,18.96,408.95
대화제약(주),067080,2020/12,82.13,60.72
더이앤엠(주),089230,2020/12,27.78,214.8
덕산네오룩스(주),213420,2020/12,14.61,457.26
덕산하이메탈(주),077360,2020/12,5.69,641.51
덕양산업(주),024900,2020/12,871.5,79.59
덕우전자(주),263600,2020/12,62.16,211.6
데브시스터즈(주),194480,2020/12,7.92,767.58
도이치모터스(주),067990,2020/12,212.19,57.88
동국산업(주),005160,2020/12,24.84,252.27
동국제강(주),001230,2020/12,122.16,55.75
동국제약(주),086450,2020/12,29.75,295.67
동부건설(주),005960,2020/12,65.01,152.67
동성제약(주),002210,2020/12,128.79,149.49
동신건설(주),025950,2020/12,30.62,504.91
동아쏘시오홀딩스(주),000640,2020/12,47.79,65.58
동아에스티(주),170900,2020/12,52.36,312.92
동아타이어공업(주),282690,2020/12,7.86,307.41
동아화성(주),041930,2020/12,46.07,156.89
동양생명보험(주),082640,2020/12,,
동양이엔피(주),079960,2020/12,30.68,319.65
동양철관(주),008970,2020/12,59.51,120.2
동양파일(주),228340,2020/12,5.77,936.05
동양피스톤(주),092780,2020/12,185.23,81.36
동원금속(주),018500,2020/03,585.19,36.53
동원산업(주),006040,2020/12,116.67,79.12
동원수산(주),030720,2020/12,87.83,157.71
동원시스템즈(주),014820,2020/12,104.64,58.77
동일고무벨트(주),163560,2020/12,37.67,245.91
동일금속(주),109860,2020/12,6.63,575.38
동일산업(주),004890,2020/12,10.67,785.15
동일제강(주),002690,2020/12,14.46,504.18
동일철강(주),023790,2020/12,58.06,121.5
동화기업(주),025900,2020/12,95.85,66.36
동화약품(주),000020,2020/12,22.4,381.82
두산밥캣(주),241560,2020/12,3.39,111.02
두산에너빌리티(주),034020,2020/12,222.11,43.7
두산퓨얼셀(주),336260,2020/12,54.17,246.43
디비금융제8호기업인수목적(주),367340,2020/12,,
디비금융제9호기업인수목적(주),367360,2020/12,,
디씨엠(주),024090,2020/12,20.6,357.05
디아이동일(주),001530,2020/12,54.01,87.51
디아이티(주),110990,2020/12,98.44,175.17
디에스씨인베스트먼트(주),241520,2020/12,,
디에스알(주),155660,2020/12,32.38,199.01
디에스알제강(주),069730,2020/12,41.02,158.51
디엑스앤브이엑스(주),180400,2020/12,18.12,169.43
디엘(주),000210,2020/12,396.95,103.58
디엘건설(주),001880,2020/12,86.86,202.67
디와이(주),013570,2020/12,1.3,730.22
디와이씨(주),310870,2020/12,,
디와이파워(주),210540,2020/12,25.4,346.64
디와이피엔에프(주),104460,2020/12,65.97,190
디젠스(주),113810,2020/12,198.66,92.59
디케이락(주),105740,2020/12,60.25,206.77
라온시큐어(주),042510,2020/12,50.93,179.09
라온피플(주),300120,2020/12,9.43,1288.18
램테크놀러지(주),171010,2020/12,61.07,131.74
로스웰인터내셔널유한회사,900260,2020/12,,
로체시스템즈(주),071280,2020/12,61.41,124.66
롯데관광개발(주),032350,2020/12,379.84,63.81
롯데렌탈(주),089860,2020/12,749.61,32.11
롯데손해보험(주),000400,2020/12,,
롯데쇼핑(주),023530,2020/12,159.66,69.67
롯데정밀화학(주),004000,2020/12,11.7,298.79
롯데정보통신(주),286940,2020/12,56.58,123.22
롯데제과(주),280360,2020/12,91.41,140.18
롯데지주(주),004990,2020/12,57.63,80.28
롯데칠성음료(주),005300,2020/12,160.23,102.86
롯데케미칼(주),011170,2020/12,30.84,224.42
롯데하이마트(주),071840,2020/12,73.9,116.9
리노공업(주),058470,2020/12,7.17,1175.67
린드먼아시아인베스트먼트(주),277070,2020/12,,
마이크로로봇(주),182690,2020/12,87.62,90.31
만호제강(주),001080,2020/06,7.36,1027.13
매일유업(주),267980,2020/12,67.77,207.1
매일홀딩스(주),005990,2020/12,9.46,101.45
메가스터디(주),072870,2020/12,11.7,728.47
메가스터디교육(주),215200,2020/12,95.51,54.82
메가엠디(주),133750,2020/12,67.16,120.35
메디앙스(주),014100,2020/12,62.64,139.29
메디포스트(주),078160,2020/12,88.15,138.07
메리츠증권(주),008560,2020/12,,
메리츠화재해상보험(주),000060,2020/12,,
메이슨캐피탈(주),021880,2020/03,,
명문제약(주),017180,2020/12,129.06,88.35
명성티엔에스(주),257370,2020/12,116.85,110.55
명신산업(주),009900,2020/12,113.73,118.09
모델솔루션(주),417970,2020/12,86.09,125.45
모바일어플라이언스(주),087260,2020/12,79.42,757.93
모트렉스(주),118990,2020/12,129.44,92.18
무림에스피(주),001810,2020/12,46.79,227.75
무림페이퍼(주),009200,2020/12,177.2,103.16
무림피앤피(주),009580,2020/12,98.17,121.52
문배철강(주),008420,2020/12,57.61,144.61
미디어젠(주),279600,2020/12,82.81,493.56
미래나노텍(주),095500,2020/12,67.48,106.71
미래산업(주),025560,2020/12,49.15,206.31
미래에셋대우기업인수목적5호(주),353490,2020/12,,
미래에셋벤처투자(주),100790,2020/12,,
미래에셋생명보험(주),085620,2020/12,,
미래에셋증권(주),006800,2020/12,,
미스터블루(주),207760,2020/12,28.22,232.8
미원상사(주),002840,2020/12,21.72,405.52
