회사명,거래소코드,회계년도,매출액(영업수익)(*)(천원)
(주)피엔티,137400,2020/12,356334064
(주)피엔풍년,024940,2020/12,57690337
(주)피제이메탈,128660,2020/12,128144127
(주)피제이전자,006140,2020/12,104225686
(주)피코그램,376180,2020/12,24411827
(주)피플바이오,304840,2020/12,507851
(주)피피아이,062970,2020/12,21853671
(주)픽셀플러스,087600,2020/12,39080597
(주)핀텔,291810,2020/12,4886319
(주)필옵틱스,161580,2020/12,171275170
(주)핌스,347770,2020/12,38776369
(주)핑거,163730,2020/12,57589506
(주)하나기술,299030,2020/12,87422558
(주)하나투어,039130,2020/12,73947230
(주)하림,136480,2020/12,869657819
(주)하림지주,003380,2020/12,15165830
(주)하이딥,365590,2020/12,
(주)하이로닉,149980,2020/12,10661356
(주)하이브,352820,2020/12,453369548
(주)하이비젼시스템,126700,2020/12,170577084
(주)하이소닉,106080,2020/12,10503544
(주)하이스틸,071090,2020/12,156632188
(주)하이텍팜,106190,2020/12,74462270
(주)하이트론씨스템즈,019490,2020/12,27273277
(주)하츠,066130,2020/12,125078383
(주)한국가구,004590,2020/12,13295434
(주)한국경제티브이,039340,2020/12,93303068
(주)한국비엔씨,256840,2020/12,19437876
(주)한국전자홀딩스,006200,2020/12,4883639
(주)한국종합기술,023350,2020/12,288230157
(주)한국카본,017960,2020/12,409524356
(주)한국큐빅,021650,2020/12,32819118
(주)한국테크놀로지,053590,2020/12,22131731
(주)한국특강,007280,2020/12,415313517
(주)한국파마,032300,2020/12,71509726
(주)한국팩키지,037230,2020/12,56495798
(주)한국화장품제조,003350,2020/12,61990282
(주)한글과컴퓨터,030520,2020/12,109355199
(주)한네트,052600,2020/12,24447156
(주)한농화성,011500,2020/12,208254762
(주)한독,002390,2020/12,497227615
(주)한독크린텍,256150,2020/12,61027594
(주)한미글로벌건축사사무소,053690,2020/12,116374258
(주)한빛소프트,047080,2020/12,33561627
(주)한샘,009240,2020/12,1723926567
(주)한섬,020000,2020/12,1194779636
(주)한솔케미칼,014680,2020/12,457470879
(주)한솔홈데코,025750,2020/12,248115962
(주)한송네오텍,226440,2020/12,19347175
(주)한익스프레스,014130,2020/12,585162277
(주)한일진공,123840,2020/12,11921487
(주)한진,002320,2020/12,1928149580
(주)한진중공업홀딩스,003480,2020/12,10891000
(주)한진칼,180640,2020/12,41685803
(주)한창,005110,2020/12,5849578
(주)한창제지,009460,2020/12,171478302
(주)한컴라이프케어,372910,2020/12,136299360
(주)한컴위드,054920,2020/12,25151377
(주)한탑,002680,2020/12,60187401
(주)한화,000880,2020/12,4000774861
(주)해성티피씨,059270,2020/12,16734359
(주)핸디소프트,220180,2020/12,17674133
(주)헥토이노베이션,214180,2020/12,62197833
(주)헥토파이낸셜,234340,2020/12,77148393
(주)헬릭스미스,084990,2020/12,4300705
(주)현대공업,170030,2020/12,195777889
(주)현대그린푸드,005440,2020/12,1512503414
(주)현대리바트,079430,2020/12,1362608795
(주)현대미포조선,010620,2020/12,2780781151
(주)현대바이오랜드,052260,2020/12,83260615
(주)현대백화점,069960,2020/12,1245062784
(주)현대에버다임,041440,2020/12,206862512
(주)현대이지웰,090850,2020/12,87283987
(주)현대퓨처넷,126560,2020/12,227077929
(주)현대홈쇼핑,057050,2020/12,1084990445
(주)협진,138360,2020/12,3110140
(주)형지아이앤씨,011080,2020/12,67148816
(주)혜인,003010,2020/12,217540950
(주)호텔신라,008770,2020/12,2814422846
(주)홈센타홀딩스,060560,2020/12,18145627
(주)홈캐스트,064240,2020/12,20709466
(주)화승엔터프라이즈,241590,2020/12,3950636
(주)화승인더스트리,006060,2020/12,926398636
(주)화승코퍼레이션,013520,2020/12,627827270
(주)화신,010690,2020/12,708778762
(주)화신정공,126640,2020/12,247110696
(주)화인베스틸,133820,2020/12,98647267
(주)황금에스티,032560,2020/12,118011389
(주)효성,004800,2020/12,295491357
(주)후성,093370,2020/12,237239900
(주)휠라홀딩스,081660,2020/12,376281
(주)휴네시온,290270,2020/12,21976966
(주)휴니드테크놀러지스,005870,2020/12,198074505
(주)휴럼,353190,2020/12,
(주)휴맥스,115160,2020/12,622495392
(주)휴맥스홀딩스,028080,2020/12,4412316
(주)휴먼엔,032860,2020/12,6366818
(주)휴메딕스,200670,2020/12,80350756
(주)휴비스,079980,2020/12,733457961
(주)휴비츠,065510,2020/12,56814106
(주)휴센텍,215090,2020/12,18407727
(주)휴스틸,005010,2020/12,343239292
(주)휴엠앤씨,263920,2020/12,12683949
(주)휴온스,243070,2020/12,366248449
(주)휴온스글로벌,084110,2020/12,41866688
(주)흥국,010240,2020/12,74416901
(주)흥국에프엔비,189980,2020/12,48422010
(주)희림종합건축사사무소,037440,2020/12,203635394
(주)힘스,238490,2020/12,106206150
AJ네트웍스(주),095570,2020/12,453554892
CS홀딩스(주),000590,2020/12,3347427
HD현대(주),267250,2020/12,375932399
KB오토시스(주),024120,2020/12,116834459
KD(주),044180,2020/12,16239181
KG스틸(주),016380,2020/12,2098691006
KISCO홀딩스(주),001940,2020/12,14276673
LG이노텍(주),011070,2020/12,9290257034
LS일렉트릭(주),010120,2020/12,1854586052
OCI(주),010060,2020/12,1221978354
SK이노베이션(주),096770,2020/12,3808247747
SNT모티브(주),064960,2020/12,877370206
SNT중공업(주),003570,2020/12,227822935
STX엔진(주),077970,2020/12,557769781
STX중공업(주),071970,2020/12,226484380
가온미디어(주),078890,2020/12,375718046
가온전선(주),000500,2020/12,771379307
감성코퍼레이션(주),036620,2020/12,10907571
강남제비스코(주),000860,2020/12,259899945
갤럭시아머니트리(주),094480,2020/12,81230421
경남스틸(주),039240,2020/12,297524764
경남제약(주),053950,2020/12,70474421
경동제약(주),011040,2020/12,171997679
경인전자(주),009140,2020/12,10514134
경창산업(주),024910,2020/12,418937428
계룡건설산업(주),013580,2020/12,1571292960
계양전기(주),012200,2020/12,363208328
고려산업(주),002140,2020/12,183906293
고려신용정보(주),049720,2020/12,131117799
고려아연(주),010130,2020/12,5652149468
고려제강(주),002240,2020/12,437062777
고려제약(주),014570,2020/12,66789305
광동제약(주),009290,2020/12,764314737
광전자(주),017900,2020/12,144622090
광진실업(주),026910,2020/12,42977717
교촌에프앤비(주),339770,2020/12,435823634
국도화학(주),007690,2020/12,837636163
국일신동(주),060480,2020/12,25189340
국일제지(주),078130,2020/12,100061026
국제약품(주),002720,2020/12,126514615
그랜드코리아레저(주),114090,2020/12,184462332
그린케미칼(주),083420,2020/12,242398001
극동유화(주),014530,2020/12,617375342
글로벌에스엠테크리미티드,900070,2020/12,
글로벌텍스프리(주),204620,2020/12,7942923
글로본(주),019660,2020/12,4217914
금강공업(주),014280,2020/12,251476085
금강철강(주),053260,2020/12,174223728
금호건설(주),002990,2020/12,1829136281
금호석유화학(주),011780,2020/12,3489720117
금호전기(주),001210,2020/12,42992054
금호타이어(주),073240,2020/12,1708313284
기신정기(주),092440,2021/03,111831417
기아(주),000270,2020/12,34362327000
깨끗한나라(주),004540,2020/12,590215967
나노씨엠에스(주),247660,2020/12,4236610
나노캠텍(주),091970,2020/12,21071026
나라엠앤디(주),051490,2020/12,89205616
나무기술(주),242040,2020/12,64144241
나이스정보통신(주),036800,2020/12,208781230
나이스평가정보(주),030190,2020/12,381901466
남광토건(주),001260,2020/12,237961500
남양유업(주),003920,2020/12,936004918
남해화학(주),025860,2020/12,1009845248
남화산업(주),111710,2020/12,17713932
남화토건(주),091590,2020/12,74204377
네이버(주),035420,2020/12,4126629313
넥센타이어(주),002350,2020/12,1208579891
넷마블(주),251270,2020/12,1378429475
노을(주),376930,2020/12,295264
농업회사법인(주)농우바이오,054050,2020/12,98345060
뉴지랩파마(주),214870,2020/12,54314610
다믈멀티미디어(주),093640,2020/12,8872308
다스코(주),058730,2020/12,195878325
대덕전자(주),353200,2020/12,614383246
대동금속(주),020400,2020/12,111119943
대동기어(주),008830,2020/12,156400904
대동전자(주),008110,2021/03,17834161
대림비앤코(주),005750,2020/12,230292155
대림통상(주),006570,2020/12,132462556
대명에너지(주),389260,2020/12,156989627
대모엔지니어링(주),317850,2020/12,38385964
대보마그네틱(주),290670,2020/12,15797068
대봉엘에스(주),078140,2020/12,61215808
대상(주),001680,2020/12,2604922342
대상홀딩스(주),084690,2020/12,25992221
대성산업(주),128820,2020/12,715757190
대성에너지(주),117580,2020/12,741782693
대성홀딩스(주),016710,2020/12,36132409
대신정보통신(주),020180,2021/03,193750021
대아티아이(주),045390,2020/12,113380721
대양전기공업(주),108380,2020/12,168100467
대양제지공업(주),006580,2020/12,108045586
대영포장(주),014160,2020/12,260706386
대우전자부품(주),009320,2020/12,75948847
대우조선해양(주),042660,2020/12,7041551239
대원강업(주),000430,2020/12,602544680
대원미디어(주),048910,2020/12,211693812
대원산업(주),005710,2020/12,522814368
대원전선(주),006340,2020/12,358784696
대원제약(주),003220,2020/12,306358567
대원화성(주),024890,2020/12,102197808
대정화금(주),120240,2020/12,80191668
대주산업(주),003310,2020/12,85168571
대주전자재료(주),078600,2020/12,116292723
대창단조(주),015230,2020/12,193395563
대한광통신(주),010170,2020/12,111274097
대한그린파워(주),060900,2020/12,3845121
대한뉴팜(주),054670,2020/12,149512858
대한방직(주),001070,2020/12,168898347
대한약품공업(주),023910,2020/12,166079878
대한유화(주),006650,2020/12,1866482314
대한전선(주),001440,2020/12,1448315791
대한제강(주),084010,2020/12,770678170
대한제당(주),001790,2020/12,1114809057
대한제분(주),001130,2020/12,312555101
대한해운(주),005880,2020/12,500046204
대한화섬(주),003830,2020/12,86893259
대화제약(주),067080,2020/12,82324950
더이앤엠(주),089230,2020/12,34250733
덕산네오룩스(주),213420,2020/12,144162647
덕산하이메탈(주),077360,2020/12,55234079
덕양산업(주),024900,2020/12,1216102001
덕우전자(주),263600,2020/12,132036505
데브시스터즈(주),194480,2020/12,71251403
도이치모터스(주),067990,2020/12,1164362747
동국산업(주),005160,2020/12,278919317
동국제강(주),001230,2020/12,4613655633
동국제약(주),086450,2020/12,500483297
동부건설(주),005960,2020/12,1090216496
동성제약(주),002210,2020/12,87799927
동신건설(주),025950,2020/12,35499043
동아쏘시오홀딩스(주),000640,2020/12,54495087
동아에스티(주),170900,2020/12,586576702
동아타이어공업(주),282690,2020/12,143437611
동아화성(주),041930,2020/12,125677739
동양이엔피(주),079960,2020/12,428477666
동양철관(주),008970,2020/12,147757880
동양파일(주),228340,2020/12,46951377
동양피스톤(주),092780,2020/12,266029253
동원금속(주),018500,2021/03,206340080
동원산업(주),006040,2020/12,702070775
동원수산(주),030720,2020/12,98783332
동원시스템즈(주),014820,2020/12,581843179
동일고무벨트(주),163560,2020/12,238594728
동일금속(주),109860,2020/12,58684621
동일산업(주),004890,2020/12,282032282
동일제강(주),002690,2020/12,122912620
동일철강(주),023790,2020/12,21920386
동화기업(주),025900,2020/12,380917302
동화약품(주),000020,2020/12,267438909
두산밥캣(주),241560,2020/12,203908240
두산에너빌리티(주),034020,2020/12,3451444903
두산퓨얼셀(주),336260,2020/12,461838982
디씨엠(주),024090,2020/12,165376395
디아이동일(주),001530,2020/12,272439324
디아이티(주),110990,2020/12,28575196
디에스알(주),155660,2020/12,163969738
디에스알제강(주),069730,2020/12,176206567
디엑스앤브이엑스(주),180400,2020/12,7696752
디엘(주),000210,2020/12,859871346
디엘건설(주),001880,2020/12,1734637384
디와이(주),013570,2020/12,43212488
디와이씨(주),310870,2020/12,
디와이파워(주),210540,2020/12,171990416
디와이피엔에프(주),104460,2020/12,207928648
디젠스(주),113810,2020/12,49594018
디케이락(주),105740,2020/12,71190955
라온시큐어(주),042510,2020/12,28479792
라온피플(주),300120,2020/12,15041930
램테크놀러지(주),171010,2020/12,40454039
로스웰인터내셔널유한회사,900260,2020/12,
로체시스템즈(주),071280,2020/12,179791558
롯데관광개발(주),032350,2020/12,14066103
롯데렌탈(주),089860,2020/12,2075911713
롯데쇼핑(주),023530,2020/12,8708083759
롯데정밀화학(주),004000,2020/12,1260405209
롯데정보통신(주),286940,2020/12,835876818
롯데제과(주),280360,2020/12,1531184845
롯데지주(주),004990,2020/12,290497522
롯데칠성음료(주),005300,2020/12,2161963013
롯데케미칼(주),011170,2020/12,9171305612
롯데하이마트(주),071840,2020/12,4051729086
리노공업(주),058470,2020/12,201335459
마이크로로봇(주),182690,2020/12,11737554
매일유업(주),267980,2020/12,1460441790
매일홀딩스(주),005990,2020/12,13990396
메가스터디(주),072870,2020/12,40055983
메가스터디교육(주),215200,2020/12,411985818
메가엠디(주),133750,2020/12,76247593
메디앙스(주),014100,2020/12,66656033
메디포스트(주),078160,2020/12,48626807
명문제약(주),017180,2020/12,120446698
명성티엔에스(주),257370,2020/12,17465053
명신산업(주),009900,2020/12,148453325
모델솔루션(주),417970,2020/12,55018463
모바일어플라이언스(주),087260,2020/12,39231177
모트렉스(주),118990,2020/12,235113950
무림에스피(주),001810,2020/12,124593866
무림페이퍼(주),009200,2020/12,404975197
무림피앤피(주),009580,2020/12,484811979
문배철강(주),008420,2020/12,152678067
미디어젠(주),279600,2020/12,11880240
미래나노텍(주),095500,2020/12,266914580
미래산업(주),025560,2020/12,39425116
미스터블루(주),207760,2020/12,28876425
미원상사(주),002840,2020/12,282330179
미원스페셜티케미칼(주),268280,2020/12,371989561
미원홀딩스(주),107590,2020/12,23712312
미원화학(주),134380,2020/12,160234351
미창석유공업(주),003650,2020/12,277578235
미투젠(유),950190,2020/12,112955615
바디텍메드(주),206640,2020/12,127271228
바이오플러스(주),099430,2020/12,24220106
바이온(주),032980,2020/12,15667499
바이옵트로(주),222160,2021/03,16114978
바이젠셀(주),308080,2020/12,0
백광산업(주),001340,2020/12,171019196
범양건영(주),002410,2020/12,149130151
범한퓨얼셀(주),382900,2020/12,31900208
베뉴지(주),019010,2020/12,33904454
보로노이(주),310210,2020/12,5977452
보성파워텍(주),006910,2020/12,82079529
보해양조(주),000890,2020/12,78562429
부광약품(주),003000,2020/12,166144370
부국철강(주),026940,2020/12,138929983
부산산업(주),011390,2020/12,23072502
부산주공(주),005030,2020/12,152724659
브레인즈컴퍼니(주),099390,2020/12,14829409
브릿지바이오테라퓨틱스(주),288330,2020/12,6339946
비나텍(주),126340,2020/12,46690215
비디아이(주),148140,2020/12,196498599
비비씨(주),318410,2020/12,21271873
비씨엔씨(주),146320,2020/12,45405770
비에이치아이(주),083650,2020/12,235216481
비케이탑스(주),030790,2020/12,7777162
비플라이소프트(주),148780,2020/12,14939499
빛샘전자(주),072950,2020/12,21643427
사조동아원(주),008040,2020/12,391913287
사조산업(주),007160,2020/12,382028754
사조씨푸드(주),014710,2020/12,214456964
삼강엠앤티(주),100090,2020/12,368686071
삼륭물산(주),014970,2020/12,38832974
삼목에스폼(주),018310,2020/12,116454496
삼보모터스(주),053700,2020/12,253523066
삼보산업(주),009620,2020/12,242162688
삼부토건(주),001470,2020/12,376331922
삼성SDI(주),006400,2020/12,9101397947
삼성공조(주),006660,2020/12,54737476
삼성물산(주),028260,2020/12,19088822950
삼성바이오로직스(주),207940,2020/12,1164776874
삼성에스디에스(주),018260,2020/12,4549427072
삼성엔지니어링(주),028050,2020/12,5020786128
삼성전기(주),009150,2020/12,5597799214
삼성전자(주),005930,2020/12,166311191000
삼성제약(주),001360,2020/12,48269172
삼성중공업(주),010140,2020/12,6825532312
삼아알미늄(주),006110,2020/12,155606892
삼아제약(주),009300,2020/12,53652809
삼양식품(주),003230,2020/12,636777102
삼양통상(주),002170,2020/12,198235308
삼영무역(주),002810,2020/12,217526443
삼영엠텍(주),054540,2020/12,62653247
삼영이엔씨(주),065570,2020/12,35290264
삼영전자공업(주),005680,2020/12,174103024
삼영화학공업(주),003720,2020/12,97062975
삼익티에이치케이(주),004380,2020/12,263856444
삼일제약(주),000520,2020/12,122680032
삼정펄프(주),009770,2020/12,146331017
삼지전자(주),037460,2020/12,76157433
삼진제약(주),005500,2020/12,235164889
삼천당제약(주),000250,2020/12,118445264
삼천리자전거(주),024950,2020/12,104539181
삼현철강(주),017480,2020/12,224919933
삼호개발(주),010960,2020/12,355732845
삼화왕관(주),004450,2020/12,106547404
삼화전기(주),009470,2020/12,151540610
삼화전자공업(주),011230,2020/12,32129639
삼화콘덴서공업(주),001820,2020/12,188917122
삼화페인트공업(주),000390,2020/12,480660029
상신브레이크(주),041650,2020/12,276364616
상신이디피(주),091580,2020/12,98320488
상신전자(주),263810,2020/12,80872046
새론오토모티브(주),075180,2020/12,106767200
샘표(주),007540,2020/12,18279058
샘표식품(주),248170,2020/12,309027672
서암기계공업(주),100660,2020/12,31803726
서울도시가스(주),017390,2020/12,1271968265
서울바이오시스(주),092190,2020/12,252258702
서울반도체(주),046890,2020/12,993090756
서울식품공업(주),004410,2020/12,61566333
서울전자통신(주),027040,2020/12,33570704
서호전기(주),065710,2020/12,58650045
선도전기(주),007610,2020/12,79666931
선바이오(주),067370,2020/12,5458529
선진뷰티사이언스(주),086710,2020/12,43725184
성문전자(주),014910,2020/12,18965493
성보화학(주),003080,2020/12,51755630
성신양회(주),004980,2020/12,495995475
성우전자(주),081580,2020/12,21951232
성우테크론(주),045300,2020/12,36620339
성일하이텍(주),365340,2020/12,60502903
성창기업지주(주),000180,2020/12,6470380
성호전자(주),043260,2020/12,72901278
세기상사(주),002420,2020/12,2234196
세명전기공업(주),017510,2020/12,14311512
세방(주),004360,2020/12,577261592
세방전지(주),004490,2020/12,1077016196
세원이앤씨(주),091090,2020/12,109931867
세종공업(주),033530,2020/12,332069178
세종텔레콤(주),036630,2020/12,253481518
세하(주),027970,2020/12,189516847
소니드(주),060230,2020/12,21285002
소프트캠프(주),258790,2020/12,18356565
솔루스첨단소재(주),336370,2020/12,126048680
솔브레인(주),357780,2020/12,453415196
솔브레인홀딩스(주),036830,2020/12,22374705
솔트웨어(주),328380,2020/12,
송원산업(주),004430,2020/12,618476000
스튜디오드래곤(주),253450,2020/12,498610374
시그네틱스(주),033170,2020/12,201306718
신대양제지(주),016590,2020/12,189037602
신라교역(주),004970,2020/12,316974130
신라섬유(주),001000,2020/12,4179073
신라에스지(주),025870,2020/12,58763523
신라젠(주),215600,2020/12,1669716
신성델타테크(주),065350,2020/12,130275196
신세계건설(주),034300,2020/12,956756075
신송홀딩스(주),006880,2020/12,1644000
신신제약(주),002800,2020/12,66958481
신원종합개발(주),017000,2020/12,123807110
신일전자(주),002700,2020/12,172441515
신일제약(주),012790,2020/12,61438038
신풍제약(주),019170,2020/12,187327145
신풍제지(주),002870,2020/12,23988730
신화인터텍(주),056700,2020/12,240937415
신흥에스이씨(주),243840,2020/12,144717727
쌍용씨앤이(주),003410,2020/12,992643779
쌍용자동차(주),003620,2020/12,2929789338
쌍용정보통신(주),010280,2020/12,94411303
써니전자(주),004770,2020/12,15912642
씨비아이(주),013720,2020/12,16710125
씨아이에스(주),222080,2020/12,118057348
씨앤지하이테크(주),264660,2020/12,119183108
씨앤티85(주),056730,2020/12,896923
씨에스베어링(주),297090,2020/12,103344056
씨에스윈드(주),112610,2020/12,684456953
씨유테크(주),376290,2020/12,18916184
씨제이(주),001040,2020/12,165163104
씨제이대한통운(주),000120,2020/12,6936119891
씨제이바이오사이언스(주),311690,2020/12,5311547
씨제이씨지브이(주),079160,2020/12,325759755
씨제이씨푸드(주),011150,2020/12,149049674
씨제이제일제당(주),097950,2020/12,5980828026
씨제이프레시웨이(주),051500,2020/12,1926275093
씨큐브(주),101240,2020/12,36971669
아남전자(주),008700,2020/12,264727082
아미코젠(주),092040,2020/12,33982592
아비코전자(주),036010,2020/12,74175042
아세아(주),002030,2020/12,20343361
아세아시멘트(주),183190,2020/12,352858953
아세아제지(주),002310,2020/12,428031027
아시아나아이디티(주),267850,2020/12,195855075
아시아나항공(주),020560,2020/12,3559873869
아이디피(주),332370,2020/12,17129016
아이쓰리시스템(주),214430,2020/12,66532479
아이에스동서(주),010780,2020/12,931924053
아이진(주),185490,2020/12,3363424
아이큐어(주),175250,2020/12,48873888
아이크래프트(주),052460,2020/12,80544788
아이텍(주),119830,2020/12,40122283
아주스틸(주),139990,2020/12,326861772
아진산업(주),013310,2020/12,263540910
안국약품(주),001540,2020/12,131884173
알리코제약(주),260660,2020/12,124808944
알서포트(주),131370,2020/12,36458677
알에스오토메이션(주),140670,2020/12,93256251
알에프머트리얼즈(주),327260,2020/12,10326575
알에프에이치아이씨(주),218410,2020/12,54484083
압타바이오(주),293780,2020/12,341044
애경산업(주),018250,2020/12,583711079
애경케미칼(주),161000,2020/12,718100007
애니젠(주),196300,2020/12,8516025
애머릿지코퍼레이션,900100,2020/12,29219727
앱클론(주),174900,2020/12,2771179
어보브반도체(주),102120,2020/12,137876652
에브리봇(주),270660,2020/12,49165300
에스넷시스템(주),038680,2020/12,203011408
에스디바이오센서(주),137310,2020/12,1477922065
에스디엔(주),099220,2020/12,78729509
에스맥(주),097780,2020/12,97622233
에스비더블유생명과학(주),151910,2020/12,39906252
에스비아이핀테크솔루션즈(주),950110,2021/03,29510825
에스씨아이평가정보(주),036120,2020/12,47301100
에스씨엠생명과학(주),298060,2020/12,320006
에스엔유프리시젼(주),080000,2020/12,101697263
에스엔케이폴리텍(주),091340,2020/12,17607628
에스엘(주),005850,2020/12,1739395060
에스와이(주),109610,2020/12,224937478
에스지씨에너지(주),005090,2020/12,69990768
에스지씨이테크건설(주),016250,2020/12,1135494919
에스지에이(주),049470,2020/12,37878216
에스지에이솔루션즈(주),184230,2020/12,18881620
에스지이(주),255220,2020/12,113526220
에스케이(주),034730,2020/12,3473984000
에스케이가스(주),018670,2020/12,3631780357
에스케이네트웍스(주),001740,2020/12,8062953000
에스케이디스커버리(주),006120,2020/12,21009783
에스케이디앤디(주),210980,2020/12,547882611
에스케이렌터카(주),068400,2020/12,863535691
에스케이바이오사이언스(주),302440,2020/12,225610785
에스케이바이오팜(주),326030,2020/12,63013129
에스케이씨(주),011790,2020/12,556765066
에스케이아이이테크놀로지(주),361610,2020/12,460271672
에스케이케미칼(주),285130,2020/12,921133614
에스케이텔레콤(주),017670,2020/12,11746630000
에스케이하이닉스(주),000660,2020/12,30524987000
에스텍(주),069510,2020/12,197955005
에스트래픽(주),234300,2020/12,84720685
에스티팜(주),237690,2020/12,109049508
에스퓨얼셀(주),288620,2020/12,46952005
에쓰-오일(주),010950,2020/12,16735504000
에쓰씨엔지니어링(주),023960,2020/12,72469645
에어부산(주),298690,2020/12,189917868
에이디엠코리아(주),187660,2020/12,13111663
에이비엘바이오(주),298380,2020/12,8104203
에이비온(주),203400,2020/12,1993818
에이에프더블류(주),312610,2020/12,11316325
에이치디씨(주),012630,2020/12,52838715
에이치디씨랩스(주),039570,2020/12,260212578
에이치디씨현대산업개발(주),294870,2020/12,3659511873
에이치디씨현대이피(주),089470,2020/12,569314142
에이치비솔루션(주),297890,2020/12,21082360
에이치에스디엔진(주),082740,2020/12,829749317
에이치엘디앤아이한라(주),014790,2020/12,1442069020
에이치엘만도(주),204320,2020/12,3009765572
에이치엘비(주),028300,2020/12,48730105
에이치엘비글로벌(주),003580,2020/12,14637998
에이치엘비생명과학(주),067630,2020/12,14824118
에이치엘비제약(주),047920,2020/12,40571187
에이치엘비테라퓨틱스(주),115450,2020/12,43048581
에이치엘홀딩스(주),060980,2020/12,567598722
에이치엠엠(주),011200,2020/12,6223944000
에이치케이이노엔(주),195940,2020/12,515289077
에이케이홀딩스(주),006840,2020/12,45515032
에이테크솔루션(주),071670,2020/12,190074247
에이프로젠제약(주),003060,2020/12,31831238
에이피시스템(주),265520,2020/12,583332098
에이피에스홀딩스(주),054620,2020/12,4535391
에이피위성(주),211270,2020/12,45379282
에이피티씨(주),089970,2020/12,93030436
에코바이오홀딩스(주),038870,2020/12,16271501
에코캡(주),128540,2020/12,65887640
에코플라스틱(주),038110,2020/12,850691895
에프엔에스테크(주),083500,2020/12,91838023
엑스큐어(주),070300,2020/12,10118280
엔브이에이치코리아(주),067570,2020/12,363531991
엔시트론(주),101400,2020/12,10346899
엔에이치엔(주),181710,2020/12,290424936
엔에이치엔한국사이버결제(주),060250,2020/12,622149966
엔피씨(주),004250,2020/12,324574688
엘브이엠씨홀딩스(주),900140,2020/12,
엘비세미콘(주),061970,2020/12,234124085
엘아이지넥스원(주),079550,2020/12,1599434376
엘에스전선아시아(주),229640,2020/12,33651150
엘지디스플레이(주),034220,2020/12,22799273000
엘지전자(주),066570,2020/12,28435323000
엘컴텍(주),037950,2020/12,36164087
엘티씨(주),170920,2020/12,59644785
엠에프엠코리아(주),323230,2020/12,61085231
엠케이전자(주),033160,2020/12,476530542
영보화학(주),014440,2020/12,86456975
영신금속공업(주),007530,2020/12,108309788
영진약품(주),003520,2020/12,208463640
영창케미칼(주),112290,2020/12,60759972
영풍정밀(주),036560,2020/12,90841012
영풍제지(주),006740,2020/12,98155185
영화금속(주),012280,2020/12,179397570
영화테크(주),265560,2020/12,32687242
예스이십사(주),053280,2020/12,612985950
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2020/12,
오로라월드(주),039830,2020/12,102897661
오상자이엘(주),053980,2020/12,63728319
오성첨단소재(주),052420,2020/12,79546991
오션브릿지(주),241790,2020/12,68198226
오스템임플란트(주),048260,2020/12,429271833
오토앤(주),353590,2020/12,49437277
올리패스(주),244460,2020/12,269816
올릭스(주),226950,2020/12,2474272
옴니시스템(주),057540,2020/12,85829470
옵티시스(주),109080,2020/12,20410902
와이더블유(주),051390,2020/12,16652186
와이아이케이(주),232140,2020/12,135985765
와이엠씨(주),155650,2020/12,145611733
와이엠티(주),251370,2020/12,70201875
와토스코리아(주),079000,2020/12,18310579
우리바이오(주),082850,2020/12,31051975
우리산업(주),215360,2020/12,274230355
우리산업홀딩스(주),072470,2020/12,2680992
우리손에프앤지농업회사법인(주),073560,2020/12,77032508
우리엔터프라이즈(주),037400,2020/12,25855358
우리이앤엘(주),153490,2020/12,114377114
우림피티에스(주),101170,2020/12,60109608
우수AMS(주),066590,2020/12,183575584
우원개발(주),046940,2020/12,167002835
우진비앤지(주),018620,2020/12,25409676
원텍(주),336570,2020/12,
원풍물산(주),008290,2020/12,29083210
웰바이오텍(주),010600,2020/12,16233123
웹케시(주),053580,2020/12,72830846
위즈코프(주),038620,2020/12,27401642
윈텍(주),320000,2020/12,11239478
윙입푸드홀딩스,900340,2020/12,
유네코(주),064510,2020/12,10415450
유니셈(주),036200,2020/12,210831360
유니슨(주),018000,2020/12,78512293
유니온머티리얼(주),047400,2020/12,93579934
유니퀘스트(주),077500,2020/12,398938432
유비벨록스(주),089850,2020/12,82219283
유성기업(주),002920,2020/12,241124419
유아이엘(주),049520,2020/12,50002764
유엔젤(주),072130,2020/12,26691556
유일에너테크(주),340930,2020/12,58978131
유진기업(주),023410,2020/12,749154175
율촌화학(주),008730,2020/12,498548880
이건산업(주),008250,2020/12,154442857
이구산업(주),025820,2020/12,202936445
이노뎁(주),303530,2020/12,66729680
이노시스(주),056090,2020/12,17732868
이니텍(주),053350,2020/12,41864028
이삭엔지니어링(주),351330,2020/12,44386005
이스트아시아홀딩스인베스트먼트리미티드,900110,2020/12,
이엠코리아(주),095190,2020/12,64882728
이연제약(주),102460,2020/12,130034153
이오플로우(주),294090,2020/12,21655
이원다이애그노믹스(주),245620,2020/12,48206551
이원컴포텍(주),088290,2020/12,32681437
이지케어텍(주),099750,2021/03,76752276
이트론(주),096040,2020/12,41349067
이화공영(주),001840,2020/12,153232963
이화산업(주),000760,2020/12,41763426
이화전기공업(주),024810,2020/12,53295892
인바이오(주),352940,2020/12,34563133
인베니아(주),079950,2020/12,141250256
인선이엔티(주),060150,2020/12,131185355
인지컨트롤스(주),023800,2020/12,311644985
인천도시가스(주),034590,2020/12,504439929
인카금융서비스(주),211050,2020/12,301000748
인크로스(주),216050,2020/12,36181292
인탑스(주),049070,2020/12,252820205
인터지스(주),129260,2020/12,418388179
